"DAY_OF_MONTH","DAY_OF_WEEK","CARRIER","ORIGIN","DEST","ARR_DELAY","ARR_DEL15","CARRIER_DELAY","WEATHER_DELAY","NAS_DELAY","SECURITY_DELAY","LATE_AIRCRAFT_DELAY","DIV_AIRPORT_LANDINGS"
23,4,"4","53","30",44,1,0,0,44,0,0,0
23,4,"4","59","53",85,1,0,0,85,0,0,0
23,4,"4","49","33",10,0,NA,NA,NA,NA,NA,0
23,4,"4","49","11",71,1,24,0,0,0,47,0
23,4,"4","53","59",13,0,NA,NA,NA,NA,NA,0
23,4,"4","61","97",4,0,NA,NA,NA,NA,NA,0
23,4,"4","3","62",-5,0,NA,NA,NA,NA,NA,0
23,4,"4","59","53",NA,NA,NA,NA,NA,NA,NA,1
23,4,"4","53","62",44,1,0,0,0,0,44,0
23,4,"4","49","91",4,0,NA,NA,NA,NA,NA,0
23,4,"4","53","98",109,1,0,39,11,0,59,0
23,4,"4","53","56",21,1,2,0,0,0,19,0
23,4,"4","33","49",59,1,0,0,59,0,0,0
23,4,"4","4","53",137,1,0,0,136,0,1,0
23,4,"4","61","53",72,1,0,0,72,0,0,0
23,4,"4","49","59",188,1,0,0,188,0,0,0
23,4,"4","96","62",-17,0,NA,NA,NA,NA,NA,0
23,4,"4","61","3",-5,0,NA,NA,NA,NA,NA,0
23,4,"4","61","49",72,1,0,0,72,0,0,0
23,4,"4","61","49",25,1,0,0,25,0,0,0
23,4,"4","49","90",-10,0,NA,NA,NA,NA,NA,0
23,4,"4","50","49",83,1,83,0,0,0,0,0
23,4,"4","59","49",414,1,0,0,0,0,414,0
23,4,"4","30","53",8,0,NA,NA,NA,NA,NA,0
23,4,"4","27","49",58,1,0,0,58,0,0,0
23,4,"4","49","4",228,1,3,0,17,0,208,0
23,4,"4","87","49",-30,0,NA,NA,NA,NA,NA,0
23,4,"4","53","4",81,1,15,0,21,0,45,0
24,5,"4","11","49",-15,0,NA,NA,NA,NA,NA,0
24,5,"4","20","49",-15,0,NA,NA,NA,NA,NA,0
24,5,"4","87","49",-32,0,NA,NA,NA,NA,NA,0
24,5,"4","4","81",-19,0,NA,NA,NA,NA,NA,0
24,5,"4","80","4",-26,0,NA,NA,NA,NA,NA,0
24,5,"4","53","56",-22,0,NA,NA,NA,NA,NA,0
24,5,"4","4","53",134,1,0,0,134,0,0,0
24,5,"4","61","53",30,1,0,0,30,0,0,0
24,5,"4","71","49",-31,0,NA,NA,NA,NA,NA,0
24,5,"4","56","53",98,1,0,0,80,0,18,0
24,5,"4","33","49",4,0,NA,NA,NA,NA,NA,0
24,5,"4","53","4",-8,0,NA,NA,NA,NA,NA,0
24,5,"4","70","49",15,1,7,0,8,0,0,0
24,5,"4","4","14",-9,0,NA,NA,NA,NA,NA,0
24,5,"4","14","4",-23,0,NA,NA,NA,NA,NA,0
24,5,"4","53","56",18,1,0,0,18,0,0,0
24,5,"4","14","30",-24,0,NA,NA,NA,NA,NA,0
24,5,"4","53","33",3,0,NA,NA,NA,NA,NA,0
24,5,"4","53","4",57,1,7,0,4,0,46,0
24,5,"4","50","49",-19,0,NA,NA,NA,NA,NA,0
24,5,"4","61","53",-33,0,NA,NA,NA,NA,NA,0
24,5,"4","53","4",55,1,0,0,19,0,36,0
24,5,"4","81","53",-19,0,NA,NA,NA,NA,NA,0
24,5,"4","30","53",2,0,NA,NA,NA,NA,NA,0
24,5,"4","90","49",-11,0,NA,NA,NA,NA,NA,0
24,5,"4","59","53",232,1,2,0,149,0,81,0
24,5,"4","30","53",60,1,60,0,0,0,0,0
24,5,"4","87","49",-17,0,NA,NA,NA,NA,NA,0
24,5,"4","53","98",-9,0,NA,NA,NA,NA,NA,0
24,5,"4","53","33",-24,0,NA,NA,NA,NA,NA,0
24,5,"4","53","56",2,0,NA,NA,NA,NA,NA,0
24,5,"4","4","53",46,1,0,0,46,0,0,0
24,5,"4","53","71",55,1,1,0,23,0,31,0
24,5,"4","51","49",-9,0,NA,NA,NA,NA,NA,0
24,5,"4","53","62",-12,0,NA,NA,NA,NA,NA,0
24,5,"4","53","59",-1,0,NA,NA,NA,NA,NA,0
24,5,"4","53","98",-15,0,NA,NA,NA,NA,NA,0
24,5,"4","59","53",90,1,33,0,57,0,0,0
24,5,"4","5","49",-7,0,NA,NA,NA,NA,NA,0
24,5,"4","61","81",-16,0,NA,NA,NA,NA,NA,0
24,5,"4","80","62",-23,0,NA,NA,NA,NA,NA,0
24,5,"4","53","59",25,1,0,0,0,0,25,0
24,5,"4","4","53",50,1,0,0,50,0,0,0
24,5,"4","73","49",-18,0,NA,NA,NA,NA,NA,0
24,5,"4","61","53",-23,0,NA,NA,NA,NA,NA,0
24,5,"4","49","90",31,1,31,0,0,0,0,0
24,5,"4","49","98",149,1,88,0,0,0,61,0
24,5,"4","30","53",13,0,NA,NA,NA,NA,NA,0
24,5,"4","4","97",-21,0,NA,NA,NA,NA,NA,0
24,5,"4","96","4",-12,0,NA,NA,NA,NA,NA,0
24,5,"4","4","97",-17,0,NA,NA,NA,NA,NA,0
24,5,"4","96","4",-6,0,NA,NA,NA,NA,NA,0
24,5,"4","61","49",-17,0,NA,NA,NA,NA,NA,0
24,5,"4","3","4",-19,0,NA,NA,NA,NA,NA,0
24,5,"4","4","3",-15,0,NA,NA,NA,NA,NA,0
24,5,"4","87","49",-31,0,NA,NA,NA,NA,NA,0
24,5,"4","49","59",166,1,162,0,4,0,0,0
24,5,"4","62","53",20,1,0,0,20,0,0,0
24,5,"4","86","49",-33,0,NA,NA,NA,NA,NA,0
24,5,"4","53","33",269,1,2,0,37,0,230,0
24,5,"4","53","59",79,1,0,0,12,0,67,0
24,5,"4","56","49",617,1,360,0,257,0,0,0
24,5,"4","83","49",-9,0,NA,NA,NA,NA,NA,0
24,5,"4","56","53",8,0,NA,NA,NA,NA,NA,0
24,5,"4","60","53",NA,NA,NA,NA,NA,NA,NA,1
24,5,"4","33","49",120,1,0,0,120,0,0,0
24,5,"4","97","53",86,1,0,0,86,0,0,0
24,5,"4","53","82",412,1,412,0,0,0,0,0
24,5,"4","30","53",-16,0,NA,NA,NA,NA,NA,0
24,5,"4","51","49",7,0,NA,NA,NA,NA,NA,0
24,5,"4","90","49",88,1,0,0,88,0,0,0
24,5,"4","70","53",-28,0,NA,NA,NA,NA,NA,0
24,5,"4","51","49",NA,NA,NA,NA,NA,NA,NA,1
24,5,"4","53","71",87,1,14,0,0,0,73,0
24,5,"4","4","53",-1,0,NA,NA,NA,NA,NA,0
24,5,"4","53","71",11,0,NA,NA,NA,NA,NA,0
24,5,"4","82","49",-25,0,NA,NA,NA,NA,NA,0
24,5,"4","50","49",-15,0,NA,NA,NA,NA,NA,0
24,5,"4","53","4",0,0,NA,NA,NA,NA,NA,0
24,5,"4","49","56",-3,0,NA,NA,NA,NA,NA,0
24,5,"4","70","53",145,1,92,0,50,0,3,0
24,5,"4","49","33",-18,0,NA,NA,NA,NA,NA,0
24,5,"4","97","49",-2,0,NA,NA,NA,NA,NA,0
24,5,"4","4","14",-15,0,NA,NA,NA,NA,NA,0
24,5,"4","49","90",-18,0,NA,NA,NA,NA,NA,0
24,5,"4","4","53",-22,0,NA,NA,NA,NA,NA,0
24,5,"4","49","71",-2,0,NA,NA,NA,NA,NA,0
24,5,"4","53","28",70,1,67,0,3,0,0,0
24,5,"4","53","4",-26,0,NA,NA,NA,NA,NA,0
24,5,"4","87","49",-33,0,NA,NA,NA,NA,NA,0
24,5,"4","28","49",-24,0,NA,NA,NA,NA,NA,0
24,5,"4","53","62",8,0,NA,NA,NA,NA,NA,0
24,5,"4","53","4",294,1,0,0,294,0,0,0
24,5,"4","49","27",117,1,0,0,108,0,9,0
24,5,"4","53","4",-4,0,NA,NA,NA,NA,NA,0
24,5,"4","49","91",2,0,NA,NA,NA,NA,NA,0
24,5,"4","49","50",221,1,204,0,17,0,0,0
24,5,"4","49","56",299,1,9,0,0,0,290,0
24,5,"4","49","98",6,0,NA,NA,NA,NA,NA,0
24,5,"4","28","53",22,1,3,0,0,0,19,0
24,5,"4","53","4",126,1,6,0,61,0,59,0
24,5,"4","49","98",-13,0,NA,NA,NA,NA,NA,0
24,5,"4","56","49",60,1,0,0,60,0,0,0
24,5,"4","49","62",3,0,NA,NA,NA,NA,NA,0
24,5,"4","82","49",-15,0,NA,NA,NA,NA,NA,0
24,5,"4","49","56",5,0,NA,NA,NA,NA,NA,0
24,5,"4","49","59",-4,0,NA,NA,NA,NA,NA,0
24,5,"4","50","49",-15,0,NA,NA,NA,NA,NA,0
24,5,"4","49","56",650,1,630,0,20,0,0,0
24,5,"4","49","83",3,0,NA,NA,NA,NA,NA,0
24,5,"4","97","49",12,0,NA,NA,NA,NA,NA,0
24,5,"4","49","78",173,1,39,0,1,0,133,0
24,5,"4","97","49",41,1,0,0,41,0,0,0
24,5,"4","56","49",26,1,0,0,26,0,0,0
24,5,"4","49","20",-15,0,NA,NA,NA,NA,NA,0
24,5,"4","30","14",-9,0,NA,NA,NA,NA,NA,0
24,5,"4","33","49",16,1,0,0,16,0,0,0
24,5,"4","11","53",-14,0,NA,NA,NA,NA,NA,0
24,5,"4","53","11",-7,0,NA,NA,NA,NA,NA,0
24,5,"4","11","53",15,1,0,0,15,0,0,0
24,5,"4","53","11",NA,NA,NA,NA,NA,NA,NA,0
24,5,"4","11","53",NA,NA,NA,NA,NA,NA,NA,0
24,5,"4","53","11",43,1,18,0,20,0,5,0
24,5,"4","11","53",45,1,5,0,2,0,38,0
24,5,"4","53","11",-13,0,NA,NA,NA,NA,NA,0
24,5,"4","11","53",-9,0,NA,NA,NA,NA,NA,0
24,5,"4","53","11",20,1,0,0,2,0,18,0
24,5,"4","11","53",26,1,0,0,14,0,12,0
24,5,"4","53","11",64,1,0,0,0,0,64,0
24,5,"4","11","53",118,1,0,0,70,0,48,0
24,5,"4","53","11",12,0,NA,NA,NA,NA,NA,0
24,5,"4","53","11",65,1,4,0,0,0,61,0
24,5,"4","11","53",-11,0,NA,NA,NA,NA,NA,0
24,5,"4","49","83",-35,0,NA,NA,NA,NA,NA,0
24,5,"4","49","11",-6,0,NA,NA,NA,NA,NA,0
24,5,"4","49","24",-9,0,NA,NA,NA,NA,NA,0
24,5,"4","49","72",26,1,0,0,14,0,12,0
24,5,"4","49","87",57,1,0,0,28,0,29,0
24,5,"4","49","11",-25,0,NA,NA,NA,NA,NA,0
24,5,"4","53","30",110,1,0,0,0,0,110,0
24,5,"4","49","62",21,1,6,0,0,0,15,0
24,5,"4","49","74",-34,0,NA,NA,NA,NA,NA,0
24,5,"4","56","49",17,1,0,0,12,0,5,0
24,5,"4","53","30",-17,0,NA,NA,NA,NA,NA,0
24,5,"4","49","28",-26,0,NA,NA,NA,NA,NA,0
24,5,"4","49","87",27,1,5,0,17,0,5,0
24,5,"4","49","28",12,0,NA,NA,NA,NA,NA,0
24,5,"4","70","53",35,1,18,0,0,0,17,0
25,6,"4","49","33",59,1,8,0,0,0,51,0
25,6,"4","56","49",-17,0,NA,NA,NA,NA,NA,0
25,6,"4","51","49",1,0,NA,NA,NA,NA,NA,0
25,6,"4","49","51",-25,0,NA,NA,NA,NA,NA,0
25,6,"4","4","49",16,1,0,0,16,0,0,0
25,6,"4","49","4",-19,0,NA,NA,NA,NA,NA,0
25,6,"4","50","49",8,0,NA,NA,NA,NA,NA,0
25,6,"4","49","50",-20,0,NA,NA,NA,NA,NA,0
25,6,"4","59","49",14,0,NA,NA,NA,NA,NA,0
25,6,"4","71","49",-19,0,NA,NA,NA,NA,NA,0
25,6,"4","33","53",27,1,24,0,0,0,3,0
25,6,"4","30","53",-26,0,NA,NA,NA,NA,NA,0
25,6,"4","53","30",-33,0,NA,NA,NA,NA,NA,0
25,6,"4","49","50",17,1,8,0,2,0,7,0
25,6,"4","49","98",-34,0,NA,NA,NA,NA,NA,0
25,6,"4","49","11",-31,0,NA,NA,NA,NA,NA,0
25,6,"4","49","4",-19,0,NA,NA,NA,NA,NA,0
25,6,"4","49","84",65,1,44,0,21,0,0,0
25,6,"4","56","53",-19,0,NA,NA,NA,NA,NA,0
25,6,"4","33","53",70,1,8,0,0,0,62,0
25,6,"4","68","49",-27,0,NA,NA,NA,NA,NA,0
25,6,"4","89","49",44,1,18,0,0,0,26,0
25,6,"4","89","49",-15,0,NA,NA,NA,NA,NA,0
25,6,"4","89","49",-17,0,NA,NA,NA,NA,NA,0
25,6,"4","89","49",-8,0,NA,NA,NA,NA,NA,0
25,6,"4","89","49",-11,0,NA,NA,NA,NA,NA,0
25,6,"4","71","49",-1,0,NA,NA,NA,NA,NA,0
25,6,"4","5","49",-6,0,NA,NA,NA,NA,NA,0
25,6,"4","59","49",-4,0,NA,NA,NA,NA,NA,0
25,6,"4","97","49",39,1,0,39,0,0,0,0
25,6,"4","49","51",-23,0,NA,NA,NA,NA,NA,0
25,6,"4","49","83",-17,0,NA,NA,NA,NA,NA,0
25,6,"4","73","49",31,1,3,0,20,0,8,0
25,6,"4","49","51",-38,0,NA,NA,NA,NA,NA,0
25,6,"4","49","72",3,0,NA,NA,NA,NA,NA,0
25,6,"4","49","51",18,1,0,0,0,0,18,0
25,6,"4","49","56",-11,0,NA,NA,NA,NA,NA,0
25,6,"4","49","62",-16,0,NA,NA,NA,NA,NA,0
25,6,"4","49","91",-35,0,NA,NA,NA,NA,NA,0
25,6,"4","49","4",-7,0,NA,NA,NA,NA,NA,0
25,6,"4","49","87",-12,0,NA,NA,NA,NA,NA,0
25,6,"4","49","88",-14,0,NA,NA,NA,NA,NA,0
25,6,"4","49","72",-27,0,NA,NA,NA,NA,NA,0
25,6,"4","49","87",4,0,NA,NA,NA,NA,NA,0
25,6,"4","49","91",-20,0,NA,NA,NA,NA,NA,0
25,6,"4","49","4",-22,0,NA,NA,NA,NA,NA,0
25,6,"4","49","5",-36,0,NA,NA,NA,NA,NA,0
25,6,"4","87","49",-34,0,NA,NA,NA,NA,NA,0
25,6,"4","4","49",-2,0,NA,NA,NA,NA,NA,0
25,6,"4","49","88",-1,0,NA,NA,NA,NA,NA,0
25,6,"4","49","88",-33,0,NA,NA,NA,NA,NA,0
25,6,"4","49","51",-4,0,NA,NA,NA,NA,NA,0
25,6,"4","49","50",-35,0,NA,NA,NA,NA,NA,0
25,6,"4","49","51",33,1,0,0,0,0,33,0
25,6,"4","49","90",-17,0,NA,NA,NA,NA,NA,0
25,6,"4","49","95",-43,0,NA,NA,NA,NA,NA,0
25,6,"4","90","49",-19,0,NA,NA,NA,NA,NA,0
25,6,"4","49","88",1,0,NA,NA,NA,NA,NA,0
25,6,"4","51","49",10,0,NA,NA,NA,NA,NA,0
25,6,"4","51","49",-11,0,NA,NA,NA,NA,NA,0
25,6,"4","61","49",157,1,157,0,0,0,0,0
25,6,"4","49","50",-29,0,NA,NA,NA,NA,NA,0
25,6,"4","49","11",-29,0,NA,NA,NA,NA,NA,0
25,6,"4","49","62",-32,0,NA,NA,NA,NA,NA,0
25,6,"4","49","4",-45,0,NA,NA,NA,NA,NA,0
25,6,"4","49","5",-18,0,NA,NA,NA,NA,NA,0
25,6,"4","49","91",-18,0,NA,NA,NA,NA,NA,0
25,6,"4","11","49",-31,0,NA,NA,NA,NA,NA,0
25,6,"4","56","53",47,1,47,0,0,0,0,0
25,6,"4","33","49",140,1,8,0,6,0,126,0
25,6,"4","97","53",-9,0,NA,NA,NA,NA,NA,0
25,6,"4","30","53",-18,0,NA,NA,NA,NA,NA,0
25,6,"4","30","14",-12,0,NA,NA,NA,NA,NA,0
25,6,"4","94","49",-12,0,NA,NA,NA,NA,NA,0
25,6,"4","59","49",2,0,NA,NA,NA,NA,NA,0
25,6,"4","30","53",-9,0,NA,NA,NA,NA,NA,0
25,6,"4","77","49",-11,0,NA,NA,NA,NA,NA,0
25,6,"4","4","14",-4,0,NA,NA,NA,NA,NA,0
25,6,"4","14","4",-18,0,NA,NA,NA,NA,NA,0
25,6,"4","53","30",-17,0,NA,NA,NA,NA,NA,0
25,6,"4","11","49",-5,0,NA,NA,NA,NA,NA,0
25,6,"4","53","28",-29,0,NA,NA,NA,NA,NA,0
25,6,"4","33","53",285,1,285,0,0,0,0,0
25,6,"4","53","4",6,0,NA,NA,NA,NA,NA,0
25,6,"4","74","53",-23,0,NA,NA,NA,NA,NA,0
25,6,"4","53","55",-7,0,NA,NA,NA,NA,NA,0
25,6,"4","4","53",-9,0,NA,NA,NA,NA,NA,0
25,6,"4","4","49",-3,0,NA,NA,NA,NA,NA,0
25,6,"4","82","49",-7,0,NA,NA,NA,NA,NA,0
25,6,"4","55","53",-18,0,NA,NA,NA,NA,NA,0
25,6,"4","53","59",-38,0,NA,NA,NA,NA,NA,0
25,6,"4","33","53",-20,0,NA,NA,NA,NA,NA,0
25,6,"4","61","53",-10,0,NA,NA,NA,NA,NA,0
25,6,"4","53","28",-24,0,NA,NA,NA,NA,NA,0
25,6,"4","4","53",49,1,48,0,1,0,0,0
25,6,"4","30","49",-19,0,NA,NA,NA,NA,NA,0
25,6,"4","70","53",-16,0,NA,NA,NA,NA,NA,0
25,6,"4","53","4",-26,0,NA,NA,NA,NA,NA,0
25,6,"4","53","4",-3,0,NA,NA,NA,NA,NA,0
25,6,"4","28","53",-20,0,NA,NA,NA,NA,NA,0
25,6,"4","27","49",-10,0,NA,NA,NA,NA,NA,0
26,7,"4","49","87",-8,0,NA,NA,NA,NA,NA,0
26,7,"4","49","87",11,0,NA,NA,NA,NA,NA,0
26,7,"4","49","11",36,1,36,0,0,0,0,0
26,7,"4","49","62",-31,0,NA,NA,NA,NA,NA,0
26,7,"4","49","4",-12,0,NA,NA,NA,NA,NA,0
26,7,"4","49","4",8,0,NA,NA,NA,NA,NA,0
26,7,"4","49","91",49,1,49,0,0,0,0,0
26,7,"4","49","50",-21,0,NA,NA,NA,NA,NA,0
26,7,"4","49","83",-25,0,NA,NA,NA,NA,NA,0
26,7,"4","56","53",42,1,0,42,0,0,0,0
26,7,"4","60","53",4,0,NA,NA,NA,NA,NA,0
26,7,"4","33","49",61,1,14,0,0,0,47,0
26,7,"4","97","53",152,1,2,0,0,0,150,0
26,7,"4","53","82",-26,0,NA,NA,NA,NA,NA,0
26,7,"4","30","53",-22,0,NA,NA,NA,NA,NA,0
26,7,"4","51","49",-17,0,NA,NA,NA,NA,NA,0
26,7,"4","94","49",-8,0,NA,NA,NA,NA,NA,0
26,7,"4","24","49",-3,0,NA,NA,NA,NA,NA,0
26,7,"4","59","49",11,0,NA,NA,NA,NA,NA,0
26,7,"4","33","53",-7,0,NA,NA,NA,NA,NA,0
26,7,"4","30","53",-16,0,NA,NA,NA,NA,NA,0
26,7,"4","56","53",-10,0,NA,NA,NA,NA,NA,0
26,7,"4","4","14",-3,0,NA,NA,NA,NA,NA,0
26,7,"4","14","4",NA,NA,NA,NA,NA,NA,NA,1
26,7,"4","53","30",-31,0,NA,NA,NA,NA,NA,0
26,7,"4","71","49",-13,0,NA,NA,NA,NA,NA,0
26,7,"4","11","49",-19,0,NA,NA,NA,NA,NA,0
26,7,"4","30","53",-20,0,NA,NA,NA,NA,NA,0
26,7,"4","11","49",4,0,NA,NA,NA,NA,NA,0
26,7,"4","33","53",-19,0,NA,NA,NA,NA,NA,0
26,7,"4","53","4",50,1,50,0,0,0,0,0
26,7,"4","11","49",21,1,7,0,11,0,3,0
26,7,"4","4","53",89,1,44,0,0,0,45,0
26,7,"4","70","53",-13,0,NA,NA,NA,NA,NA,0
26,7,"4","53","30",-28,0,NA,NA,NA,NA,NA,0
26,7,"4","4","49",2,0,NA,NA,NA,NA,NA,0
26,7,"4","82","49",-6,0,NA,NA,NA,NA,NA,0
26,7,"4","53","59",280,1,280,0,0,0,0,0
26,7,"4","61","53",-16,0,NA,NA,NA,NA,NA,0
26,7,"4","53","28",21,1,0,0,21,0,0,0
26,7,"4","4","53",-14,0,NA,NA,NA,NA,NA,0
26,7,"4","30","49",49,1,16,0,33,0,0,0
26,7,"4","70","53",21,1,0,0,21,0,0,0
26,7,"4","53","4",-12,0,NA,NA,NA,NA,NA,0
26,7,"4","53","4",-30,0,NA,NA,NA,NA,NA,0
26,7,"4","4","53",-10,0,NA,NA,NA,NA,NA,0
26,7,"4","86","49",71,1,71,0,0,0,0,0
26,7,"4","53","60",-15,0,NA,NA,NA,NA,NA,0
26,7,"4","28","53",-30,0,NA,NA,NA,NA,NA,0
26,7,"4","81","53",9,0,NA,NA,NA,NA,NA,0
26,7,"4","27","49",-10,0,NA,NA,NA,NA,NA,0
26,7,"4","4","53",90,1,50,30,10,0,0,0
26,7,"4","53","4",11,0,NA,NA,NA,NA,NA,0
26,7,"4","4","49",-1,0,NA,NA,NA,NA,NA,0
26,7,"4","4","53",-11,0,NA,NA,NA,NA,NA,0
26,7,"4","56","53",31,1,7,0,0,0,24,0
26,7,"4","86","49",-19,0,NA,NA,NA,NA,NA,0
26,7,"4","4","81",49,1,0,0,0,0,49,0
26,7,"4","53","33",-5,0,NA,NA,NA,NA,NA,0
26,7,"4","53","30",-7,0,NA,NA,NA,NA,NA,0
26,7,"4","14","62",-6,0,NA,NA,NA,NA,NA,0
26,7,"4","4","14",-9,0,NA,NA,NA,NA,NA,0
26,7,"4","14","4",32,1,0,0,32,0,0,0
24,5,"4","53","63",-24,0,NA,NA,NA,NA,NA,0
24,5,"4","53","56",-11,0,NA,NA,NA,NA,NA,0
24,5,"4","4","53",68,1,0,0,68,0,0,0
24,5,"4","49","27",128,1,0,0,17,0,111,0
24,5,"4","61","53",-5,0,NA,NA,NA,NA,NA,0
24,5,"4","53","62",-23,0,NA,NA,NA,NA,NA,0
24,5,"4","53","75",71,1,2,0,0,0,69,0
24,5,"4","80","4",-17,0,NA,NA,NA,NA,NA,0
24,5,"4","59","53",131,1,69,0,8,0,54,0
24,5,"4","97","53",-17,0,NA,NA,NA,NA,NA,0
24,5,"4","53","4",6,0,NA,NA,NA,NA,NA,0
24,5,"4","4","81",-7,0,NA,NA,NA,NA,NA,0
24,5,"4","80","4",-22,0,NA,NA,NA,NA,NA,0
24,5,"4","53","30",8,0,NA,NA,NA,NA,NA,0
24,5,"4","59","53",-14,0,NA,NA,NA,NA,NA,0
24,5,"4","49","33",-5,0,NA,NA,NA,NA,NA,0
24,5,"4","49","11",30,1,22,0,8,0,0,0
24,5,"4","53","59",-5,0,NA,NA,NA,NA,NA,0
24,5,"4","61","97",-15,0,NA,NA,NA,NA,NA,0
24,5,"4","3","62",-15,0,NA,NA,NA,NA,NA,0
24,5,"4","59","53",35,1,7,0,3,0,25,0
24,5,"4","53","62",-16,0,NA,NA,NA,NA,NA,0
24,5,"4","49","91",29,1,6,0,12,0,11,0
24,5,"4","53","98",111,1,0,0,28,0,83,0
24,5,"4","53","56",-6,0,NA,NA,NA,NA,NA,0
24,5,"4","33","49",-18,0,NA,NA,NA,NA,NA,0
24,5,"4","4","53",6,0,NA,NA,NA,NA,NA,0
24,5,"4","61","53",19,1,0,0,14,0,5,0
24,5,"4","49","59",6,0,NA,NA,NA,NA,NA,0
24,5,"4","96","62",-7,0,NA,NA,NA,NA,NA,0
24,5,"4","61","3",31,1,30,0,1,0,0,0
24,5,"4","61","49",-10,0,NA,NA,NA,NA,NA,0
24,5,"4","61","49",26,1,0,0,26,0,0,0
24,5,"4","49","90",-21,0,NA,NA,NA,NA,NA,0
24,5,"4","50","49",-21,0,NA,NA,NA,NA,NA,0
24,5,"4","59","49",39,1,16,0,17,0,6,0
24,5,"4","30","53",43,1,0,0,43,0,0,0
24,5,"4","27","49",137,1,0,0,13,0,124,0
24,5,"4","49","4",210,1,0,0,29,0,181,0
24,5,"4","87","49",64,1,6,0,0,0,58,0
24,5,"4","53","4",114,1,6,0,2,0,106,0
24,5,"4","51","49",3,0,NA,NA,NA,NA,NA,0
24,5,"4","61","14",-23,0,NA,NA,NA,NA,NA,0
24,5,"4","56","53",1,0,NA,NA,NA,NA,NA,0
24,5,"4","53","98",-2,0,NA,NA,NA,NA,NA,0
24,5,"4","97","53",7,0,NA,NA,NA,NA,NA,0
24,5,"4","53","56",135,1,133,0,2,0,0,0
24,5,"4","49","91",-2,0,NA,NA,NA,NA,NA,0
24,5,"4","53","62",144,1,0,0,20,0,124,0
24,5,"4","61","53",68,1,0,0,68,0,0,0
24,5,"4","49","72",41,1,12,0,29,0,0,0
24,5,"4","49","59",6,0,NA,NA,NA,NA,NA,0
24,5,"4","53","4",19,1,8,0,11,0,0,0
24,5,"4","49","33",31,1,0,0,31,0,0,0
24,5,"4","53","30",31,1,0,0,7,0,24,0
24,5,"4","4","49",-15,0,NA,NA,NA,NA,NA,0
24,5,"4","3","4",1,0,NA,NA,NA,NA,NA,0
25,6,"4","5","49",-15,0,NA,NA,NA,NA,NA,0
25,6,"4","61","81",45,1,31,0,14,0,0,0
25,6,"4","80","62",-10,0,NA,NA,NA,NA,NA,0
25,6,"4","4","53",-26,0,NA,NA,NA,NA,NA,0
25,6,"4","61","53",15,1,0,0,15,0,0,0
25,6,"4","49","98",8,0,NA,NA,NA,NA,NA,0
25,6,"4","4","97",11,0,NA,NA,NA,NA,NA,0
25,6,"4","96","4",-12,0,NA,NA,NA,NA,NA,0
25,6,"4","4","97",86,1,86,0,0,0,0,0
25,6,"4","96","4",-15,0,NA,NA,NA,NA,NA,0
25,6,"4","61","49",-14,0,NA,NA,NA,NA,NA,0
25,6,"4","49","59",-14,0,NA,NA,NA,NA,NA,0
25,6,"4","86","49",-22,0,NA,NA,NA,NA,NA,0
25,6,"4","53","33",3,0,NA,NA,NA,NA,NA,0
25,6,"4","56","49",-15,0,NA,NA,NA,NA,NA,0
25,6,"4","83","49",8,0,NA,NA,NA,NA,NA,0
25,6,"4","53","56",93,1,93,0,0,0,0,0
25,6,"4","4","53",-17,0,NA,NA,NA,NA,NA,0
25,6,"4","61","53",-20,0,NA,NA,NA,NA,NA,0
25,6,"4","53","62",-20,0,NA,NA,NA,NA,NA,0
25,6,"4","80","4",-19,0,NA,NA,NA,NA,NA,0
25,6,"4","59","53",65,1,5,0,0,0,60,0
25,6,"4","97","53",-2,0,NA,NA,NA,NA,NA,0
25,6,"4","53","4",-20,0,NA,NA,NA,NA,NA,0
25,6,"4","4","81",-5,0,NA,NA,NA,NA,NA,0
25,6,"4","80","4",-25,0,NA,NA,NA,NA,NA,0
25,6,"4","59","53",2,0,NA,NA,NA,NA,NA,0
25,6,"4","49","33",116,1,0,0,0,0,116,0
25,6,"4","53","59",-30,0,NA,NA,NA,NA,NA,0
25,6,"4","61","97",70,1,37,0,33,0,0,0
25,6,"4","3","62",-11,0,NA,NA,NA,NA,NA,0
25,6,"4","53","62",NA,NA,NA,NA,NA,NA,NA,1
25,6,"4","53","56",-11,0,NA,NA,NA,NA,NA,0
25,6,"4","33","49",408,1,408,0,0,0,0,0
25,6,"4","61","53",-14,0,NA,NA,NA,NA,NA,0
25,6,"4","49","59",16,1,16,0,0,0,0,0
25,6,"4","96","62",-14,0,NA,NA,NA,NA,NA,0
25,6,"4","61","3",74,1,11,0,27,0,36,0
25,6,"4","61","49",-9,0,NA,NA,NA,NA,NA,0
25,6,"4","61","49",-7,0,NA,NA,NA,NA,NA,0
25,6,"4","49","90",-33,0,NA,NA,NA,NA,NA,0
25,6,"4","50","49",-15,0,NA,NA,NA,NA,NA,0
25,6,"4","59","49",-10,0,NA,NA,NA,NA,NA,0
25,6,"4","49","4",30,1,0,0,0,0,30,0
25,6,"4","87","49",-10,0,NA,NA,NA,NA,NA,0
25,6,"4","53","4",-31,0,NA,NA,NA,NA,NA,0
25,6,"4","51","49",-13,0,NA,NA,NA,NA,NA,0
25,6,"4","61","14",61,1,32,0,11,0,18,0
25,6,"4","56","53",-15,0,NA,NA,NA,NA,NA,0
25,6,"4","53","98",-31,0,NA,NA,NA,NA,NA,0
