"DAY_OF_MONTH","CARRIER","FL_NUM","ORIGIN","DEST","ARR_DEL15"
13,"9E",3353,"JFK","DTW",1
14,"9E",3353,"JFK","DTW",0
15,"9E",3353,"JFK","DTW",0
16,"9E",3353,"JFK","DTW",0
17,"9E",3353,"JFK","DTW",1
18,"9E",3353,"JFK","DTW",1
19,"9E",3353,"JFK","DTW",0
20,"9E",3353,"JFK","DTW",0
21,"9E",3353,"JFK","DTW",0
22,"9E",3353,"JFK","DTW",0
23,"9E",3353,"JFK","DTW",0
24,"9E",3353,"JFK","DTW",0
25,"9E",3353,"JFK","DTW",NA
26,"9E",3353,"JFK","DTW",1
27,"9E",3353,"JFK","DTW",0
28,"9E",3353,"JFK","DTW",NA
29,"9E",3353,"JFK","DTW",0
30,"9E",3353,"JFK","DTW",0
1,"9E",3356,"MSP","JFK",0
2,"9E",3356,"MSP","JFK",1
3,"9E",3356,"MSP","JFK",1
4,"9E",3356,"MSP","JFK",0
5,"9E",3356,"MSP","JFK",0
6,"9E",3356,"MSP","JFK",0
7,"9E",3356,"MSP","JFK",1
8,"9E",3356,"MSP","JFK",1
9,"9E",3356,"MSP","JFK",0
10,"9E",3356,"MSP","JFK",1
11,"9E",3356,"MSP","JFK",0
12,"9E",3356,"MSP","JFK",0
13,"9E",3356,"MSP","JFK",1
14,"9E",3356,"MSP","JFK",0
15,"9E",3356,"MSP","JFK",0
16,"9E",3356,"MSP","JFK",0
17,"9E",3356,"MSP","JFK",0
18,"9E",3356,"MSP","JFK",0
19,"9E",3356,"MSP","JFK",1
20,"9E",3356,"MSP","JFK",0
21,"9E",3356,"MSP","JFK",0
22,"9E",3356,"MSP","JFK",0
23,"9E",3356,"MSP","JFK",0
24,"9E",3356,"MSP","JFK",NA
25,"9E",3356,"MSP","JFK",1
26,"9E",3356,"MSP","JFK",0
27,"9E",3356,"MSP","JFK",1
28,"9E",3356,"MSP","JFK",0
29,"9E",3356,"MSP","JFK",0
30,"9E",3356,"MSP","JFK",1
28,"9E",3402,"PIT","JFK",NA
29,"9E",3402,"PIT","JFK",0
30,"9E",3402,"PIT","JFK",0
1,"9E",3403,"JFK","MCI",0
2,"9E",3403,"JFK","MCI",NA
3,"9E",3403,"JFK","MCI",0
4,"9E",3403,"JFK","MCI",0
5,"9E",3403,"JFK","MCI",0
6,"9E",3403,"JFK","MCI",0
7,"9E",3403,"JFK","MCI",1
8,"9E",3403,"JFK","MCI",0
9,"9E",3403,"JFK","MCI",1
2,"9E",3404,"JFK","BOS",NA
5,"9E",3404,"JFK","BOS",0
6,"9E",3404,"JFK","BOS",0
9,"9E",3404,"JFK","BOS",0
1,"9E",3405,"MCI","JFK",0
2,"9E",3405,"MCI","JFK",NA
3,"9E",3405,"MCI","JFK",1
4,"9E",3405,"MCI","JFK",0
5,"9E",3405,"MCI","JFK",1
6,"9E",3405,"MCI","JFK",0
7,"9E",3405,"MCI","JFK",1
8,"9E",3405,"MCI","JFK",1
9,"9E",3405,"MCI","JFK",0
10,"9E",3405,"MCI","JFK",1
11,"9E",3405,"MCI","JFK",0
12,"9E",3405,"MCI","JFK",0
13,"9E",3405,"MCI","JFK",1
14,"9E",3405,"MCI","JFK",0
15,"9E",3405,"MCI","JFK",0
16,"9E",3405,"MCI","JFK",0
17,"9E",3405,"MCI","JFK",1
18,"9E",3405,"MCI","JFK",1
19,"9E",3405,"MCI","JFK",1
20,"9E",3405,"MCI","JFK",0
21,"9E",3405,"MCI","JFK",0
22,"9E",3405,"MCI","JFK",1
23,"9E",3405,"MCI","JFK",0
24,"9E",3405,"MCI","JFK",1
25,"9E",3405,"MCI","JFK",0
26,"9E",3405,"MCI","JFK",1
27,"9E",3405,"MCI","JFK",NA
28,"9E",3405,"MCI","JFK",1
29,"9E",3405,"MCI","JFK",NA
30,"9E",3405,"MCI","JFK",1
1,"9E",3406,"PIT","JFK",0
2,"9E",3406,"PIT","JFK",NA
3,"9E",3406,"PIT","JFK",0
4,"9E",3406,"PIT","JFK",0
5,"9E",3406,"PIT","JFK",0
6,"9E",3406,"PIT","JFK",0
7,"9E",3406,"PIT","JFK",0
8,"9E",3406,"PIT","JFK",0
9,"9E",3406,"PIT","JFK",0
10,"9E",3406,"PIT","JFK",1
11,"9E",3406,"PIT","JFK",0
12,"9E",3406,"PIT","JFK",0
13,"9E",3406,"PIT","JFK",1
14,"9E",3406,"PIT","JFK",0
15,"9E",3406,"PIT","JFK",0
16,"9E",3406,"PIT","JFK",0
17,"9E",3406,"PIT","JFK",0
18,"9E",3406,"PIT","JFK",0
19,"9E",3406,"PIT","JFK",0
20,"9E",3406,"PIT","JFK",0
21,"9E",3406,"PIT","JFK",0
22,"9E",3406,"PIT","JFK",0
23,"9E",3406,"PIT","JFK",0
24,"9E",3406,"PIT","JFK",NA
25,"9E",3406,"PIT","JFK",0
26,"9E",3406,"PIT","JFK",1
27,"9E",3406,"PIT","JFK",NA
28,"9E",3406,"PIT","JFK",0
29,"9E",3406,"PIT","JFK",0
30,"9E",3406,"PIT","JFK",0
2,"9E",3409,"BOS","JFK",NA
3,"9E",3409,"BOS","JFK",1
4,"9E",3409,"BOS","JFK",0
5,"9E",3409,"BOS","JFK",0
6,"9E",3409,"BOS","JFK",0
7,"9E",3409,"BOS","JFK",1
9,"9E",3409,"BOS","JFK",0
1,"9E",3410,"JFK","BOS",0
2,"9E",3410,"JFK","BOS",NA
3,"9E",3410,"JFK","BOS",1
4,"9E",3410,"JFK","BOS",0
5,"9E",3410,"JFK","BOS",0
6,"9E",3410,"JFK","BOS",0
7,"9E",3410,"JFK","BOS",1
8,"9E",3410,"JFK","BOS",0
9,"9E",3410,"JFK","BOS",0
1,"9E",3411,"BOS","JFK",1
2,"9E",3411,"BOS","JFK",NA
3,"9E",3411,"BOS","JFK",1
4,"9E",3411,"BOS","JFK",0
5,"9E",3411,"BOS","JFK",0
6,"9E",3411,"BOS","JFK",0
7,"9E",3411,"BOS","JFK",NA
8,"9E",3411,"BOS","JFK",0
9,"9E",3411,"BOS","JFK",0
1,"9E",3412,"JFK","RDU",0
2,"9E",3412,"JFK","RDU",NA
3,"9E",3412,"JFK","RDU",1
4,"9E",3412,"JFK","RDU",0
5,"9E",3412,"JFK","RDU",0
6,"9E",3412,"JFK","RDU",0
7,"9E",3412,"JFK","RDU",1
8,"9E",3412,"JFK","RDU",0
9,"9E",3412,"JFK","RDU",0
1,"9E",3413,"JFK","BWI",0
2,"9E",3413,"JFK","BWI",1
3,"9E",3413,"JFK","BWI",0
4,"9E",3413,"JFK","BWI",0
5,"9E",3413,"JFK","BWI",0
6,"9E",3413,"JFK","BWI",0
7,"9E",3413,"JFK","BWI",1
8,"9E",3413,"JFK","BWI",0
9,"9E",3413,"JFK","BWI",0
10,"9E",3416,"IND","JFK",1
11,"9E",3416,"IND","JFK",1
12,"9E",3416,"IND","JFK",0
13,"9E",3416,"IND","JFK",1
14,"9E",3416,"IND","JFK",1
15,"9E",3416,"IND","JFK",0
16,"9E",3416,"IND","JFK",0
17,"9E",3416,"IND","JFK",1
18,"9E",3416,"IND","JFK",0
19,"9E",3416,"IND","JFK",1
20,"9E",3416,"IND","JFK",0
21,"9E",3416,"IND","JFK",0
22,"9E",3416,"IND","JFK",0
23,"9E",3416,"IND","JFK",0
24,"9E",3416,"IND","JFK",NA
25,"9E",3416,"IND","JFK",1
26,"9E",3416,"IND","JFK",NA
27,"9E",3416,"IND","JFK",0
28,"9E",3416,"IND","JFK",1
29,"9E",3416,"IND","JFK",1
30,"9E",3416,"IND","JFK",NA
2,"9E",3416,"JFK","RDU",NA
3,"9E",3416,"JFK","RDU",1
4,"9E",3416,"JFK","RDU",0
5,"9E",3416,"JFK","RDU",1
6,"9E",3416,"JFK","RDU",1
7,"9E",3416,"JFK","RDU",NA
9,"9E",3416,"JFK","RDU",0
2,"9E",3426,"IND","JFK",1
3,"9E",3426,"IND","JFK",0
4,"9E",3426,"IND","JFK",0
5,"9E",3426,"IND","JFK",0
6,"9E",3426,"IND","JFK",0
7,"9E",3426,"IND","JFK",1
9,"9E",3426,"IND","JFK",0
10,"9E",3427,"JFK","DCA",1
11,"9E",3427,"JFK","DCA",0
12,"9E",3427,"JFK","DCA",0
13,"9E",3427,"JFK","DCA",1
14,"9E",3427,"JFK","DCA",0
15,"9E",3427,"JFK","DCA",0
16,"9E",3427,"JFK","DCA",0
17,"9E",3427,"JFK","DCA",0
18,"9E",3427,"JFK","DCA",0
19,"9E",3427,"JFK","DCA",0
20,"9E",3427,"JFK","DCA",0
21,"9E",3427,"JFK","DCA",0
22,"9E",3427,"JFK","DCA",0
23,"9E",3427,"JFK","DCA",0
24,"9E",3427,"JFK","DCA",0
25,"9E",3427,"JFK","DCA",0
26,"9E",3427,"JFK","DCA",1
27,"9E",3427,"JFK","DCA",0
28,"9E",3427,"JFK","DCA",1
29,"9E",3427,"JFK","DCA",0
30,"9E",3427,"JFK","DCA",0
9,"9E",3429,"MSP","ALB",1
10,"9E",3430,"BUF","JFK",NA
11,"9E",3430,"BUF","JFK",1
12,"9E",3430,"BUF","JFK",0
13,"9E",3430,"BUF","JFK",NA
14,"9E",3430,"BUF","JFK",1
16,"9E",3430,"BUF","JFK",1
17,"9E",3430,"BUF","JFK",1
18,"9E",3430,"BUF","JFK",1
19,"9E",3430,"BUF","JFK",0
20,"9E",3430,"BUF","JFK",0
21,"9E",3430,"BUF","JFK",0
23,"9E",3430,"BUF","JFK",1
24,"9E",3430,"BUF","JFK",NA
25,"9E",3430,"BUF","JFK",NA
26,"9E",3430,"BUF","JFK",0
27,"9E",3430,"BUF","JFK",NA
28,"9E",3430,"BUF","JFK",1
30,"9E",3430,"BUF","JFK",NA
1,"9E",3284,"DTW","JFK",0
3,"9E",3284,"DTW","JFK",1
4,"9E",3284,"DTW","JFK",0
5,"9E",3284,"DTW","JFK",0
6,"9E",3284,"DTW","JFK",1
7,"9E",3284,"DTW","JFK",1
8,"9E",3284,"DTW","JFK",0
1,"9E",3285,"JFK","DTW",0
3,"9E",3285,"JFK","DTW",1
4,"9E",3285,"JFK","DTW",1
5,"9E",3285,"JFK","DTW",0
6,"9E",3285,"JFK","DTW",0
7,"9E",3285,"JFK","DTW",1
8,"9E",3285,"JFK","DTW",0
10,"9E",3285,"JFK","MSY",1
11,"9E",3285,"JFK","MSY",0
12,"9E",3285,"JFK","MSY",0
13,"9E",3285,"JFK","MSY",1
14,"9E",3285,"JFK","MSY",0
15,"9E",3285,"JFK","MSY",0
16,"9E",3285,"JFK","MSY",1
17,"9E",3285,"JFK","MSY",1
18,"9E",3285,"JFK","MSY",NA
19,"9E",3285,"JFK","MSY",0
20,"9E",3285,"JFK","MSY",1
21,"9E",3285,"JFK","MSY",1
22,"9E",3285,"JFK","MSY",0
23,"9E",3285,"JFK","MSY",1
24,"9E",3285,"JFK","MSY",NA
25,"9E",3285,"JFK","MSY",1
26,"9E",3285,"JFK","MSY",0
27,"9E",3285,"JFK","MSY",1
28,"9E",3285,"JFK","MSY",NA
29,"9E",3285,"JFK","MSY",1
30,"9E",3285,"JFK","MSY",NA
1,"9E",3288,"ORD","JFK",0
2,"9E",3288,"ORD","JFK",1
3,"9E",3288,"ORD","JFK",0
4,"9E",3288,"ORD","JFK",1
5,"9E",3288,"ORD","JFK",0
6,"9E",3288,"ORD","JFK",1
7,"9E",3288,"ORD","JFK",1
8,"9E",3288,"ORD","JFK",0
9,"9E",3288,"ORD","JFK",1
2,"9E",3291,"STL","JFK",0
3,"9E",3291,"STL","JFK",0
4,"9E",3291,"STL","JFK",0
5,"9E",3291,"STL","JFK",0
6,"9E",3291,"STL","JFK",0
7,"9E",3291,"STL","JFK",0
9,"9E",3291,"STL","JFK",0
22,"9E",3293,"MSP","ROC",0
29,"9E",3293,"MSP","ROC",1
22,"9E",3293,"ROC","MSP",0
29,"9E",3293,"ROC","MSP",0
1,"9E",3300,"JFK","DCA",0
2,"9E",3300,"JFK","DCA",0
3,"9E",3300,"JFK","DCA",1
4,"9E",3300,"JFK","DCA",1
5,"9E",3300,"JFK","DCA",0
6,"9E",3300,"JFK","DCA",0
7,"9E",3300,"JFK","DCA",0
8,"9E",3300,"JFK","DCA",0
9,"9E",3300,"JFK","DCA",0
