"DAY_OF_MONTH","DAY_OF_WEEK","CARRIER","ORIGIN","DEST","ARR_DELAY","ARR_DEL15","CARRIER_DELAY","WEATHER_DELAY","NAS_DELAY","SECURITY_DELAY","LATE_AIRCRAFT_DELAY","DIV_AIRPORT_LANDINGS"
17,5,"DL","SFO","JFK",-11,0,NA,NA,NA,NA,NA,0
17,5,"DL","LGA","TPA",NA,NA,NA,NA,NA,NA,NA,1
17,5,"DL","LGA","FLL",-21,0,NA,NA,NA,NA,NA,0
17,5,"DL","LGA","MCO",-11,0,NA,NA,NA,NA,NA,0
17,5,"DL","ATL","LGA",46,1,0,7,0,0,39,0
17,5,"DL","LGA","PBI",-25,0,NA,NA,NA,NA,NA,0
17,5,"DL","LAX","JFK",21,1,11,0,10,0,0,0
17,5,"DL","LGA","MSP",-9,0,NA,NA,NA,NA,NA,0
17,5,"DL","LGA","MIA",24,1,0,0,24,0,0,0
17,5,"DL","LGA","TPA",0,0,NA,NA,NA,NA,NA,0
17,5,"DL","MIA","LGA",0,0,NA,NA,NA,NA,NA,0
17,5,"DL","AUS","JFK",5,0,NA,NA,NA,NA,NA,0
17,5,"DL","MSP","ROC",44,1,23,0,0,0,21,0
17,5,"DL","ROC","MSP",30,1,30,0,0,0,0,0
17,5,"DL","LGA","MIA",12,0,NA,NA,NA,NA,NA,0
17,5,"DL","ATL","LGA",52,1,0,52,0,0,0,0
17,5,"DL","PHX","JFK",2,0,NA,NA,NA,NA,NA,0
17,5,"DL","MSP","LGA",-13,0,NA,NA,NA,NA,NA,0
17,5,"DL","JFK","TPA",1,0,NA,NA,NA,NA,NA,0
17,5,"DL","DTW","LGA",-21,0,NA,NA,NA,NA,NA,0
17,5,"DL","ATL","SYR",21,1,0,0,21,0,0,0
17,5,"DL","SYR","ATL",18,1,18,0,0,0,0,0
17,5,"DL","ATL","SYR",6,0,NA,NA,NA,NA,NA,0
17,5,"DL","SYR","ATL",-19,0,NA,NA,NA,NA,NA,0
17,5,"DL","MSP","JFK",-11,0,NA,NA,NA,NA,NA,0
17,5,"DL","ALB","ATL",16,1,2,0,0,0,14,0
17,5,"DL","ATL","ALB",41,1,18,0,23,0,0,0
17,5,"DL","SFO","JFK",-5,0,NA,NA,NA,NA,NA,0
17,5,"DL","JFK","MIA",16,1,16,0,0,0,0,0
17,5,"DL","MSY","LGA",31,1,23,0,4,0,4,0
17,5,"DL","SEA","JFK",-14,0,NA,NA,NA,NA,NA,0
17,5,"DL","LGA","FLL",-34,0,NA,NA,NA,NA,NA,0
17,5,"DL","LGA","MIA",-1,0,NA,NA,NA,NA,NA,0
17,5,"DL","MCO","JFK",-18,0,NA,NA,NA,NA,NA,0
17,5,"DL","SAT","JFK",-23,0,NA,NA,NA,NA,NA,0
17,5,"DL","LGA","MSY",4,0,NA,NA,NA,NA,NA,0
17,5,"DL","LGA","MCO",-13,0,NA,NA,NA,NA,NA,0
17,5,"DL","ATL","LGA",28,1,0,7,0,0,21,0
17,5,"DL","JFK","DCA",-34,0,NA,NA,NA,NA,NA,0
17,5,"DL","MSP","LGA",-21,0,NA,NA,NA,NA,NA,0
17,5,"DL","LGA","MSP",-26,0,NA,NA,NA,NA,NA,0
17,5,"DL","JFK","SJU",17,1,17,0,0,0,0,0
17,5,"DL","ROC","ATL",-23,0,NA,NA,NA,NA,NA,0
17,5,"DL","MIA","LGA",-18,0,NA,NA,NA,NA,NA,0
17,5,"DL","TPA","LGA",-11,0,NA,NA,NA,NA,NA,0
17,5,"DL","LGA","ATL",-36,0,NA,NA,NA,NA,NA,0
17,5,"DL","ATL","ROC",-9,0,NA,NA,NA,NA,NA,0
17,5,"DL","ROC","ATL",-19,0,NA,NA,NA,NA,NA,0
17,5,"DL","LGA","DTW",-7,0,NA,NA,NA,NA,NA,0
17,5,"DL","MIA","LGA",0,0,NA,NA,NA,NA,NA,0
17,5,"DL","JFK","FLL",-1,0,NA,NA,NA,NA,NA,0
17,5,"DL","JFK","BOS",5,0,NA,NA,NA,NA,NA,0
17,5,"DL","LGA","MIA",-13,0,NA,NA,NA,NA,NA,0
17,5,"DL","MSP","SYR",-3,0,NA,NA,NA,NA,NA,0
17,5,"DL","ALB","MSP",-20,0,NA,NA,NA,NA,NA,0
17,5,"DL","MIA","LGA",51,1,7,0,32,0,12,0
17,5,"DL","LGA","MSP",-20,0,NA,NA,NA,NA,NA,0
17,5,"DL","JFK","SLC",7,0,NA,NA,NA,NA,NA,0
17,5,"DL","LGA","TPA",225,1,225,0,0,0,0,0
17,5,"DL","LGA","MCO",-24,0,NA,NA,NA,NA,NA,0
17,5,"DL","FLL","JFK",-15,0,NA,NA,NA,NA,NA,0
17,5,"DL","ATL","LGA",5,0,NA,NA,NA,NA,NA,0
17,5,"DL","MSP","LGA",-8,0,NA,NA,NA,NA,NA,0
17,5,"DL","JFK","MIA",-12,0,NA,NA,NA,NA,NA,0
17,5,"DL","SYR","MSP",-16,0,NA,NA,NA,NA,NA,0
17,5,"DL","MSP","ALB",22,1,12,0,10,0,0,0
17,5,"DL","MSP","JFK",3,0,NA,NA,NA,NA,NA,0
17,5,"DL","MSP","JFK",8,0,NA,NA,NA,NA,NA,0
17,5,"DL","JFK","SJU",-5,0,NA,NA,NA,NA,NA,0
17,5,"DL","LAS","JFK",-4,0,NA,NA,NA,NA,NA,0
17,5,"DL","MIA","JFK",8,0,NA,NA,NA,NA,NA,0
17,5,"DL","DTW","LGA",41,1,4,0,0,0,37,0
17,5,"DL","DCA","JFK",-8,0,NA,NA,NA,NA,NA,0
17,5,"DL","JFK","ATL",24,1,0,0,0,0,24,0
17,5,"DL","SFO","JFK",27,1,6,0,0,0,21,0
17,5,"DL","LGA","ATL",28,1,0,0,0,0,28,0
17,5,"DL","LAX","JFK",16,1,5,0,0,0,11,0
17,5,"DL","JFK","SAN",-9,0,NA,NA,NA,NA,NA,0
17,5,"DL","MSP","BUF",9,0,NA,NA,NA,NA,NA,0
17,5,"DL","MCO","LGA",-26,0,NA,NA,NA,NA,NA,0
17,5,"DL","LGA","TPA",-9,0,NA,NA,NA,NA,NA,0
17,5,"DL","TPA","LGA",-2,0,NA,NA,NA,NA,NA,0
17,5,"DL","LGA","MCO",-20,0,NA,NA,NA,NA,NA,0
17,5,"DL","JFK","SLC",14,0,NA,NA,NA,NA,NA,0
17,5,"DL","LGA","MSP",18,1,15,0,3,0,0,0
17,5,"DL","MSP","LGA",-6,0,NA,NA,NA,NA,NA,0
17,5,"DL","JFK","PDX",3,0,NA,NA,NA,NA,NA,0
17,5,"DL","JFK","MIA",-27,0,NA,NA,NA,NA,NA,0
17,5,"DL","LGA","ATL",-23,0,NA,NA,NA,NA,NA,0
17,5,"DL","JFK","FLL",40,1,40,0,0,0,0,0
17,5,"DL","LGA","DTW",-25,0,NA,NA,NA,NA,NA,0
17,5,"DL","ATL","JFK",14,0,NA,NA,NA,NA,NA,0
17,5,"DL","ALB","ATL",-11,0,NA,NA,NA,NA,NA,0
17,5,"DL","SLC","JFK",-1,0,NA,NA,NA,NA,NA,0
17,5,"DL","PBI","LGA",-27,0,NA,NA,NA,NA,NA,0
17,5,"DL","LAX","JFK",-10,0,NA,NA,NA,NA,NA,0
17,5,"DL","LGA","PBI",43,1,0,0,43,0,0,0
17,5,"DL","ATL","LGA",3,0,NA,NA,NA,NA,NA,0
17,5,"DL","LGA","PBI",28,1,28,0,0,0,0,0
17,5,"DL","SAN","JFK",-20,0,NA,NA,NA,NA,NA,0
17,5,"DL","LAS","JFK",-9,0,NA,NA,NA,NA,NA,0
17,5,"DL","LGA","ATL",-11,0,NA,NA,NA,NA,NA,0
17,5,"DL","JFK","MCO",-18,0,NA,NA,NA,NA,NA,0
17,5,"DL","PBI","LGA",4,0,NA,NA,NA,NA,NA,0
17,5,"DL","JFK","FLL",26,1,0,0,26,0,0,0
17,5,"DL","TPA","JFK",-15,0,NA,NA,NA,NA,NA,0
17,5,"DL","ATL","BUF",33,1,0,33,0,0,0,0
17,5,"DL","JFK","SJU",-6,0,NA,NA,NA,NA,NA,0
17,5,"DL","ATL","LGA",-2,0,NA,NA,NA,NA,NA,0
17,5,"DL","JFK","PBI",-8,0,NA,NA,NA,NA,NA,0
17,5,"DL","LGA","DEN",-2,0,NA,NA,NA,NA,NA,0
17,5,"DL","LGA","ATL",11,0,NA,NA,NA,NA,NA,0
17,5,"DL","SFO","JFK",9,0,NA,NA,NA,NA,NA,0
17,5,"DL","DEN","JFK",2,0,NA,NA,NA,NA,NA,0
17,5,"DL","LGA","MSP",-12,0,NA,NA,NA,NA,NA,0
17,5,"DL","LGA","ATL",42,1,9,0,0,0,33,0
17,5,"DL","JFK","DCA",-8,0,NA,NA,NA,NA,NA,0
17,5,"DL","LGA","ATL",-7,0,NA,NA,NA,NA,NA,0
17,5,"DL","JFK","SLC",23,1,16,0,5,0,2,0
17,5,"DL","JFK","LAS",-39,0,NA,NA,NA,NA,NA,0
19,7,"DL","LGA","MIA",-32,0,NA,NA,NA,NA,NA,0
19,7,"DL","MSP","LGA",-9,0,NA,NA,NA,NA,NA,0
19,7,"DL","LGA","DEN",-22,0,NA,NA,NA,NA,NA,0
19,7,"DL","ATL","LGA",-15,0,NA,NA,NA,NA,NA,0
19,7,"DL","DTW","JFK",23,1,0,0,23,0,0,0
19,7,"DL","PBI","LGA",33,1,0,0,33,0,0,0
19,7,"DL","LGA","ATL",-19,0,NA,NA,NA,NA,NA,0
19,7,"DL","LGA","ATL",-20,0,NA,NA,NA,NA,NA,0
19,7,"DL","ATL","LGA",-9,0,NA,NA,NA,NA,NA,0
19,7,"DL","SEA","JFK",-21,0,NA,NA,NA,NA,NA,0
19,7,"DL","DEN","LGA",-18,0,NA,NA,NA,NA,NA,0
19,7,"DL","DCA","JFK",-7,0,NA,NA,NA,NA,NA,0
19,7,"DL","ATL","LGA",-20,0,NA,NA,NA,NA,NA,0
19,7,"DL","LGA","ATL",-19,0,NA,NA,NA,NA,NA,0
19,7,"DL","ATL","JFK",1,0,NA,NA,NA,NA,NA,0
19,7,"DL","ATL","LGA",7,0,NA,NA,NA,NA,NA,0
19,7,"DL","MCO","LGA",-26,0,NA,NA,NA,NA,NA,0
19,7,"DL","SEA","JFK",-12,0,NA,NA,NA,NA,NA,0
19,7,"DL","ATL","ROC",-5,0,NA,NA,NA,NA,NA,0
19,7,"DL","LGA","FLL",-27,0,NA,NA,NA,NA,NA,0
19,7,"DL","LGA","DTW",-22,0,NA,NA,NA,NA,NA,0
19,7,"DL","BUF","MSP",0,0,NA,NA,NA,NA,NA,0
19,7,"DL","ATL","BUF",-2,0,NA,NA,NA,NA,NA,0
19,7,"DL","BUF","ATL",-2,0,NA,NA,NA,NA,NA,0
19,7,"DL","LAX","JFK",14,0,NA,NA,NA,NA,NA,0
19,7,"DL","LGA","PBI",-30,0,NA,NA,NA,NA,NA,0
19,7,"DL","ATL","BUF",-10,0,NA,NA,NA,NA,NA,0
19,7,"DL","BUF","ATL",49,1,49,0,0,0,0,0
19,7,"DL","ATL","LGA",-27,0,NA,NA,NA,NA,NA,0
19,7,"DL","MIA","LGA",17,1,0,0,17,0,0,0
19,7,"DL","PHX","JFK",-2,0,NA,NA,NA,NA,NA,0
19,7,"DL","LGA","PBI",-47,0,NA,NA,NA,NA,NA,0
19,7,"DL","SLC","JFK",-7,0,NA,NA,NA,NA,NA,0
19,7,"DL","BUF","ATL",-14,0,NA,NA,NA,NA,NA,0
19,7,"DL","LGA","MIA",-45,0,NA,NA,NA,NA,NA,0
19,7,"DL","ATL","LGA",-21,0,NA,NA,NA,NA,NA,0
19,7,"DL","LGA","FLL",-21,0,NA,NA,NA,NA,NA,0
19,7,"DL","LAX","JFK",-3,0,NA,NA,NA,NA,NA,0
19,7,"DL","CHS","JFK",-17,0,NA,NA,NA,NA,NA,0
18,6,"DL","LGA","MCO",537,1,537,0,0,0,0,0
18,6,"DL","LGA","MSP",-32,0,NA,NA,NA,NA,NA,0
18,6,"DL","JFK","MIA",-47,0,NA,NA,NA,NA,NA,0
18,6,"DL","LGA","ATL",8,0,NA,NA,NA,NA,NA,0
18,6,"DL","JFK","FLL",-20,0,NA,NA,NA,NA,NA,0
18,6,"DL","ATL","JFK",6,0,NA,NA,NA,NA,NA,0
18,6,"DL","ALB","ATL",-3,0,NA,NA,NA,NA,NA,0
18,6,"DL","SLC","JFK",5,0,NA,NA,NA,NA,NA,0
18,6,"DL","PBI","LGA",-8,0,NA,NA,NA,NA,NA,0
18,6,"DL","LGA","PBI",-14,0,NA,NA,NA,NA,NA,0
18,6,"DL","ATL","LGA",118,1,118,0,0,0,0,0
18,6,"DL","LGA","PBI",-31,0,NA,NA,NA,NA,NA,0
18,6,"DL","SAN","JFK",7,0,NA,NA,NA,NA,NA,0
18,6,"DL","LAS","JFK",-14,0,NA,NA,NA,NA,NA,0
18,6,"DL","LGA","ATL",-24,0,NA,NA,NA,NA,NA,0
18,6,"DL","PBI","LGA",-5,0,NA,NA,NA,NA,NA,0
18,6,"DL","JFK","FLL",-25,0,NA,NA,NA,NA,NA,0
18,6,"DL","TPA","JFK",-5,0,NA,NA,NA,NA,NA,0
18,6,"DL","ATL","BUF",-8,0,NA,NA,NA,NA,NA,0
18,6,"DL","JFK","SJU",52,1,22,0,30,0,0,0
18,6,"DL","ATL","LGA",-2,0,NA,NA,NA,NA,NA,0
18,6,"DL","JFK","PBI",-31,0,NA,NA,NA,NA,NA,0
18,6,"DL","JFK","CHS",-17,0,NA,NA,NA,NA,NA,0
18,6,"DL","LGA","ATL",-18,0,NA,NA,NA,NA,NA,0
18,6,"DL","DEN","JFK",-34,0,NA,NA,NA,NA,NA,0
18,6,"DL","LGA","MSP",-10,0,NA,NA,NA,NA,NA,0
18,6,"DL","LGA","ATL",-25,0,NA,NA,NA,NA,NA,0
18,6,"DL","JFK","DCA",51,1,0,0,0,0,51,0
18,6,"DL","LGA","ATL",-34,0,NA,NA,NA,NA,NA,0
18,6,"DL","JFK","SLC",-7,0,NA,NA,NA,NA,NA,0
18,6,"DL","JFK","MCO",-35,0,NA,NA,NA,NA,NA,0
18,6,"DL","JFK","TPA",-28,0,NA,NA,NA,NA,NA,0
18,6,"DL","DEN","LGA",-23,0,NA,NA,NA,NA,NA,0
18,6,"DL","LGA","ATL",-10,0,NA,NA,NA,NA,NA,0
18,6,"DL","JFK","TPA",-15,0,NA,NA,NA,NA,NA,0
18,6,"DL","MCO","JFK",-12,0,NA,NA,NA,NA,NA,0
18,6,"DL","JFK","MCO",-28,0,NA,NA,NA,NA,NA,0
18,6,"DL","LAS","JFK",-14,0,NA,NA,NA,NA,NA,0
18,6,"DL","JFK","MCO",-14,0,NA,NA,NA,NA,NA,0
18,6,"DL","TPA","JFK",-1,0,NA,NA,NA,NA,NA,0
18,6,"DL","JFK","RDU",-28,0,NA,NA,NA,NA,NA,0
18,6,"DL","TPA","JFK",1,0,NA,NA,NA,NA,NA,0
18,6,"DL","MCO","JFK",54,1,0,42,12,0,0,0
18,6,"DL","JFK","CHS",-19,0,NA,NA,NA,NA,NA,0
18,6,"DL","FLL","JFK",124,1,0,17,107,0,0,0
18,6,"DL","BOS","LGA",-12,0,NA,NA,NA,NA,NA,0
18,6,"DL","BOS","LGA",-6,0,NA,NA,NA,NA,NA,0
18,6,"DL","LGA","BOS",-23,0,NA,NA,NA,NA,NA,0
18,6,"DL","BOS","LGA",-26,0,NA,NA,NA,NA,NA,0
18,6,"DL","LGA","BOS",-15,0,NA,NA,NA,NA,NA,0
18,6,"DL","BOS","LGA",-8,0,NA,NA,NA,NA,NA,0
18,6,"DL","LGA","BOS",-16,0,NA,NA,NA,NA,NA,0
18,6,"DL","JFK","DTW",-33,0,NA,NA,NA,NA,NA,0
18,6,"DL","JFK","MIA",29,1,13,0,16,0,0,0
18,6,"DL","JFK","DCA",-11,0,NA,NA,NA,NA,NA,0
18,6,"DL","JFK","BOS",-31,0,NA,NA,NA,NA,NA,0
18,6,"DL","JFK","SJU",10,0,NA,NA,NA,NA,NA,0
18,6,"DL","JFK","AUS",-19,0,NA,NA,NA,NA,NA,0
18,6,"DL","JFK","MCO",-34,0,NA,NA,NA,NA,NA,0
18,6,"DL","LGA","DTW",33,1,8,0,0,0,25,0
18,6,"DL","JFK","PHX",-6,0,NA,NA,NA,NA,NA,0
18,6,"DL","JFK","SEA",-40,0,NA,NA,NA,NA,NA,0
18,6,"DL","JFK","MSP",-5,0,NA,NA,NA,NA,NA,0
18,6,"DL","JFK","LAS",-49,0,NA,NA,NA,NA,NA,0
18,6,"DL","JFK","BOS",3,0,NA,NA,NA,NA,NA,0
18,6,"DL","MCO","JFK",-3,0,NA,NA,NA,NA,NA,0
18,6,"DL","JFK","MSP",-2,0,NA,NA,NA,NA,NA,0
18,6,"DL","JFK","PHX",-22,0,NA,NA,NA,NA,NA,0
18,6,"DL","JFK","SJU",-1,0,NA,NA,NA,NA,NA,0
18,6,"DL","JFK","DEN",-14,0,NA,NA,NA,NA,NA,0
18,6,"DL","JFK","SEA",107,1,0,0,0,0,107,0
18,6,"DL","JFK","SAN",-47,0,NA,NA,NA,NA,NA,0
18,6,"DL","JFK","DEN",-3,0,NA,NA,NA,NA,NA,0
18,6,"DL","PBI","LGA",-19,0,NA,NA,NA,NA,NA,0
19,7,"DL","JFK","FLL",-9,0,NA,NA,NA,NA,NA,0
19,7,"DL","MCO","JFK",-20,0,NA,NA,NA,NA,NA,0
19,7,"DL","LAX","JFK",-11,0,NA,NA,NA,NA,NA,0
19,7,"DL","JFK","LAX",-35,0,NA,NA,NA,NA,NA,0
19,7,"DL","ATL","JFK",-14,0,NA,NA,NA,NA,NA,0
19,7,"DL","JFK","ATL",-16,0,NA,NA,NA,NA,NA,0
19,7,"DL","LAS","JFK",-7,0,NA,NA,NA,NA,NA,0
19,7,"DL","JFK","LAS",-54,0,NA,NA,NA,NA,NA,0
19,7,"DL","MIA","JFK",6,0,NA,NA,NA,NA,NA,0
19,7,"DL","FLL","LGA",1,0,NA,NA,NA,NA,NA,0
19,7,"DL","DTW","LGA",19,1,4,0,0,0,15,0
19,7,"DL","LGA","DTW",-33,0,NA,NA,NA,NA,NA,0
19,7,"DL","JFK","LAS",-49,0,NA,NA,NA,NA,NA,0
19,7,"DL","JFK","TPA",-46,0,NA,NA,NA,NA,NA,0
19,7,"DL","JFK","BOS",10,0,NA,NA,NA,NA,NA,0
19,7,"DL","JFK","ATL",-18,0,NA,NA,NA,NA,NA,0
19,7,"DL","JFK","PHX",-45,0,NA,NA,NA,NA,NA,0
19,7,"DL","BOS","JFK",-4,0,NA,NA,NA,NA,NA,0
19,7,"DL","JFK","SAT",-57,0,NA,NA,NA,NA,NA,0
19,7,"DL","MCO","LGA",-21,0,NA,NA,NA,NA,NA,0
19,7,"DL","JFK","AUS",-11,0,NA,NA,NA,NA,NA,0
19,7,"DL","SFO","JFK",2,0,NA,NA,NA,NA,NA,0
19,7,"DL","JFK","BOS",-20,0,NA,NA,NA,NA,NA,0
19,7,"DL","SLC","JFK",-24,0,NA,NA,NA,NA,NA,0
19,7,"DL","FLL","LGA",19,1,0,0,19,0,0,0
19,7,"DL","SJU","JFK",-1,0,NA,NA,NA,NA,NA,0
19,7,"DL","TPA","LGA",-25,0,NA,NA,NA,NA,NA,0
19,7,"DL","DEN","JFK",-15,0,NA,NA,NA,NA,NA,0
19,7,"DL","SJU","JFK",-14,0,NA,NA,NA,NA,NA,0
19,7,"DL","SJU","JFK",-15,0,NA,NA,NA,NA,NA,0
19,7,"DL","LGA","MSP",39,1,9,0,0,0,30,0
19,7,"DL","SJU","JFK",-13,0,NA,NA,NA,NA,NA,0
19,7,"DL","SJU","JFK",-30,0,NA,NA,NA,NA,NA,0
19,7,"DL","RDU","JFK",-21,0,NA,NA,NA,NA,NA,0
19,7,"DL","PDX","JFK",-11,0,NA,NA,NA,NA,NA,0
19,7,"DL","AUS","JFK",-4,0,NA,NA,NA,NA,NA,0
19,7,"DL","MIA","JFK",2,0,NA,NA,NA,NA,NA,0
19,7,"DL","TPA","JFK",-21,0,NA,NA,NA,NA,NA,0
19,7,"DL","BOS","JFK",-12,0,NA,NA,NA,NA,NA,0
19,7,"DL","JFK","LAX",77,1,77,0,0,0,0,0
19,7,"DL","ATL","JFK",-16,0,NA,NA,NA,NA,NA,0
19,7,"DL","PHX","JFK",0,0,NA,NA,NA,NA,NA,0
19,7,"DL","JFK","LAX",-11,0,NA,NA,NA,NA,NA,0
19,7,"DL","JFK","PDX",-3,0,NA,NA,NA,NA,NA,0
19,7,"DL","JFK","LAS",-11,0,NA,NA,NA,NA,NA,0
19,7,"DL","JFK","PHX",-25,0,NA,NA,NA,NA,NA,0
19,7,"DL","JFK","MCO",-8,0,NA,NA,NA,NA,NA,0
19,7,"DL","JFK","LAX",0,0,NA,NA,NA,NA,NA,0
19,7,"DL","JFK","SJU",8,0,NA,NA,NA,NA,NA,0
19,7,"DL","JFK","SFO",-34,0,NA,NA,NA,NA,NA,0
19,7,"DL","JFK","LAX",-24,0,NA,NA,NA,NA,NA,0
19,7,"DL","JFK","SFO",-12,0,NA,NA,NA,NA,NA,0
19,7,"DL","JFK","SFO",14,0,NA,NA,NA,NA,NA,0
19,7,"DL","JFK","SAN",-54,0,NA,NA,NA,NA,NA,0
19,7,"DL","JFK","SLC",-41,0,NA,NA,NA,NA,NA,0
19,7,"DL","JFK","ATL",-20,0,NA,NA,NA,NA,NA,0
19,7,"DL","JFK","PHX",9,0,NA,NA,NA,NA,NA,0
19,7,"DL","SFO","JFK",-43,0,NA,NA,NA,NA,NA,0
19,7,"DL","ATL","JFK",-32,0,NA,NA,NA,NA,NA,0
19,7,"DL","JFK","SFO",-28,0,NA,NA,NA,NA,NA,0
19,7,"DL","JFK","SFO",-46,0,NA,NA,NA,NA,NA,0
19,7,"DL","JFK","BOS",-5,0,NA,NA,NA,NA,NA,0
19,7,"DL","JFK","LAX",3,0,NA,NA,NA,NA,NA,0
19,7,"DL","JFK","SFO",-55,0,NA,NA,NA,NA,NA,0
19,7,"DL","JFK","LAX",-25,0,NA,NA,NA,NA,NA,0
19,7,"DL","JFK","SFO",-25,0,NA,NA,NA,NA,NA,0
19,7,"DL","JFK","SLC",-35,0,NA,NA,NA,NA,NA,0
19,7,"DL","JFK","SEA",14,0,NA,NA,NA,NA,NA,0
19,7,"DL","JFK","MSP",-1,0,NA,NA,NA,NA,NA,0
19,7,"DL","JFK","ATL",-30,0,NA,NA,NA,NA,NA,0
19,7,"DL","JFK","STT",-10,0,NA,NA,NA,NA,NA,0
19,7,"DL","SLC","JFK",-23,0,NA,NA,NA,NA,NA,0
19,7,"DL","SFO","JFK",-3,0,NA,NA,NA,NA,NA,0
19,7,"DL","JFK","SFO",-22,0,NA,NA,NA,NA,NA,0
19,7,"DL","LAX","JFK",-24,0,NA,NA,NA,NA,NA,0
19,7,"DL","JFK","LAX",21,1,0,0,21,0,0,0
19,7,"DL","LAX","JFK",-12,0,NA,NA,NA,NA,NA,0
19,7,"DL","MSP","JFK",-20,0,NA,NA,NA,NA,NA,0
19,7,"DL","JFK","LAX",-29,0,NA,NA,NA,NA,NA,0
19,7,"DL","JFK","SEA",-19,0,NA,NA,NA,NA,NA,0
19,7,"DL","JFK","SEA",-21,0,NA,NA,NA,NA,NA,0
19,7,"DL","JFK","BOS",-7,0,NA,NA,NA,NA,NA,0
19,7,"DL","JFK","MSP",-28,0,NA,NA,NA,NA,NA,0
19,7,"DL","JFK","ATL",-8,0,NA,NA,NA,NA,NA,0
19,7,"DL","JFK","ATL",23,1,6,0,0,0,17,0
19,7,"DL","JFK","SLC",-38,0,NA,NA,NA,NA,NA,0
19,7,"DL","JFK","LAS",-22,0,NA,NA,NA,NA,NA,0
19,7,"DL","JFK","RDU",-10,0,NA,NA,NA,NA,NA,0
19,7,"DL","MCO","LGA",36,1,7,0,29,0,0,0
19,7,"DL","FLL","JFK",14,0,NA,NA,NA,NA,NA,0
19,7,"DL","DTW","JFK",-8,0,NA,NA,NA,NA,NA,0
19,7,"DL","TPA","LGA",-22,0,NA,NA,NA,NA,NA,0
19,7,"DL","DTW","LGA",44,1,44,0,0,0,0,0
19,7,"DL","LAX","JFK",-3,0,NA,NA,NA,NA,NA,0
19,7,"DL","STT","JFK",-22,0,NA,NA,NA,NA,NA,0
19,7,"DL","MIA","JFK",-11,0,NA,NA,NA,NA,NA,0
19,7,"DL","FLL","LGA",-17,0,NA,NA,NA,NA,NA,0
19,7,"DL","DTW","LGA",-13,0,NA,NA,NA,NA,NA,0
19,7,"DL","MCO","LGA",-6,0,NA,NA,NA,NA,NA,0
19,7,"DL","ATL","BUF",-10,0,NA,NA,NA,NA,NA,0
19,7,"DL","BUF","ATL",-15,0,NA,NA,NA,NA,NA,0
19,7,"DL","LGA","DTW",12,0,NA,NA,NA,NA,NA,0
19,7,"DL","PDX","JFK",-11,0,NA,NA,NA,NA,NA,0
19,7,"DL","BOS","JFK",-17,0,NA,NA,NA,NA,NA,0
19,7,"DL","DTW","LGA",152,1,152,0,0,0,0,0
19,7,"DL","BOS","JFK",-30,0,NA,NA,NA,NA,NA,0
19,7,"DL","FLL","LGA",-1,0,NA,NA,NA,NA,NA,0
19,7,"DL","LGA","ATL",-31,0,NA,NA,NA,NA,NA,0
19,7,"DL","BOS","JFK",-11,0,NA,NA,NA,NA,NA,0
19,7,"DL","ATL","LGA",-17,0,NA,NA,NA,NA,NA,0
19,7,"DL","PBI","LGA",-20,0,NA,NA,NA,NA,NA,0
19,7,"DL","LGA","DTW",-30,0,NA,NA,NA,NA,NA,0
19,7,"DL","ATL","JFK",-21,0,NA,NA,NA,NA,NA,0
19,7,"DL","SAN","JFK",3,0,NA,NA,NA,NA,NA,0
19,7,"DL","JFK","MCO",-49,0,NA,NA,NA,NA,NA,0
19,7,"DL","JFK","TPA",-21,0,NA,NA,NA,NA,NA,0
19,7,"DL","DEN","LGA",NA,NA,NA,NA,NA,NA,NA,1
19,7,"DL","LGA","ATL",-14,0,NA,NA,NA,NA,NA,0
19,7,"DL","JFK","TPA",-12,0,NA,NA,NA,NA,NA,0
19,7,"DL","MCO","JFK",-19,0,NA,NA,NA,NA,NA,0
19,7,"DL","JFK","MSP",-26,0,NA,NA,NA,NA,NA,0
19,7,"DL","SAN","JFK",16,1,10,0,6,0,0,0
19,7,"DL","JFK","MCO",-11,0,NA,NA,NA,NA,NA,0
19,7,"DL","JFK","SJU",0,0,NA,NA,NA,NA,NA,0
19,7,"DL","LAS","JFK",2,0,NA,NA,NA,NA,NA,0
19,7,"DL","JFK","MCO",-27,0,NA,NA,NA,NA,NA,0
19,7,"DL","JFK","SAN",2,0,NA,NA,NA,NA,NA,0
19,7,"DL","TPA","JFK",11,0,NA,NA,NA,NA,NA,0
19,7,"DL","JFK","MCO",-45,0,NA,NA,NA,NA,NA,0
19,7,"DL","TPA","JFK",-17,0,NA,NA,NA,NA,NA,0
19,7,"DL","MCO","JFK",11,0,NA,NA,NA,NA,NA,0
19,7,"DL","JFK","CHS",-21,0,NA,NA,NA,NA,NA,0
19,7,"DL","DTW","BUF",-14,0,NA,NA,NA,NA,NA,0
19,7,"DL","FLL","JFK",3,0,NA,NA,NA,NA,NA,0
19,7,"DL","LGA","BOS",50,1,0,0,1,0,49,0
19,7,"DL","BOS","LGA",16,1,0,0,16,0,0,0
19,7,"DL","LGA","BOS",-19,0,NA,NA,NA,NA,NA,0
19,7,"DL","BOS","LGA",-13,0,NA,NA,NA,NA,NA,0
19,7,"DL","LGA","BOS",-13,0,NA,NA,NA,NA,NA,0
19,7,"DL","LGA","BOS",-22,0,NA,NA,NA,NA,NA,0
19,7,"DL","BOS","LGA",74,1,54,0,20,0,0,0
19,7,"DL","BOS","LGA",241,1,241,0,0,0,0,0
