"DAY_OF_MONTH","CARRIER","FL_NUM","ORIGIN","DEST","ARR_DEL15"
14,"1",179,"49","88",0
15,"1",179,"49","88",0
16,"1",179,"49","88",1
18,"1",179,"49","88",0
19,"1",179,"49","88",0
20,"1",179,"49","88",0
21,"1",179,"49","88",0
22,"1",179,"49","88",0
23,"1",179,"49","88",1
25,"1",179,"49","88",0
26,"1",179,"49","88",0
27,"1",179,"49","88",1
28,"1",179,"49","88",0
29,"1",179,"49","88",0
30,"1",179,"49","88",0
1,"1",180,"51","49",1
2,"1",180,"51","49",0
3,"1",180,"51","49",0
4,"1",180,"51","49",0
5,"1",180,"51","49",0
6,"1",180,"51","49",0
7,"1",180,"51","49",1
8,"1",180,"51","49",0
9,"1",180,"51","49",0
10,"1",180,"51","49",1
11,"1",180,"51","49",0
12,"1",180,"51","49",1
13,"1",180,"51","49",1
14,"1",180,"51","49",0
15,"1",180,"51","49",0
16,"1",180,"51","49",1
17,"1",180,"51","49",1
18,"1",180,"51","49",0
19,"1",180,"51","49",0
20,"1",180,"51","49",1
21,"1",180,"51","49",0
22,"1",180,"51","49",0
1,"1",84,"49","11",0
2,"1",85,"11","49",1
3,"1",85,"11","49",0
4,"1",85,"11","49",0
5,"1",85,"11","49",1
6,"1",85,"11","49",0
7,"1",85,"11","49",0
8,"1",85,"11","49",1
9,"1",85,"11","49",1
10,"1",85,"11","49",0
11,"1",85,"11","49",1
12,"1",85,"11","49",0
13,"1",85,"11","49",0
14,"1",85,"11","49",0
15,"1",85,"11","49",0
16,"1",85,"11","49",1
17,"1",85,"11","49",0
18,"1",85,"11","49",0
19,"1",85,"11","49",1
20,"1",85,"11","49",0
21,"1",85,"11","49",0
22,"1",85,"11","49",1
23,"1",85,"11","49",1
24,"1",85,"11","49",1
25,"1",85,"11","49",1
26,"1",85,"11","49",1
27,"1",85,"11","49",0
28,"1",85,"11","49",1
29,"1",85,"11","49",0
30,"1",85,"11","49",0
1,"1",85,"49","88",0
2,"1",85,"49","88",1
3,"1",85,"49","88",0
5,"1",85,"49","88",1
6,"1",85,"49","88",0
7,"1",85,"49","88",0
8,"1",85,"49","88",1
9,"1",85,"49","88",1
10,"1",85,"49","88",0
12,"1",85,"49","88",0
13,"1",85,"49","88",0
14,"1",85,"49","88",1
15,"1",85,"49","88",1
16,"1",85,"49","88",1
17,"1",85,"49","88",1
19,"1",85,"49","88",0
20,"1",85,"49","88",0
21,"1",85,"49","88",1
22,"1",85,"49","88",1
23,"1",85,"49","88",1
24,"1",85,"49","88",1
26,"1",85,"49","88",1
27,"1",85,"49","88",1
28,"1",85,"49","88",1
29,"1",85,"49","88",0
30,"1",85,"49","88",1
1,"1",88,"59","53",1
2,"1",88,"59","53",1
3,"1",88,"59","53",0
4,"1",88,"59","53",0
5,"1",88,"59","53",NA
6,"1",88,"59","53",0
7,"1",88,"59","53",1
8,"1",88,"59","53",1
9,"1",88,"59","53",1
10,"1",88,"59","53",1
11,"1",88,"59","53",1
12,"1",88,"59","53",1
13,"1",88,"59","53",0
14,"1",88,"59","53",0
15,"1",88,"59","53",0
16,"1",88,"59","53",1
17,"1",88,"59","53",0
18,"1",88,"59","53",0
19,"1",88,"59","53",0
20,"1",88,"59","53",0
21,"1",88,"59","53",1
22,"1",88,"59","53",0
23,"1",88,"59","53",1
24,"1",88,"59","53",0
25,"1",88,"59","53",0
26,"1",88,"59","53",0
27,"1",88,"59","53",0
28,"1",88,"59","53",1
29,"1",88,"59","53",1
30,"1",88,"59","53",0
1,"1",94,"82","49",1
2,"1",94,"82","49",0
3,"1",94,"82","49",1
4,"1",94,"82","49",0
5,"1",94,"82","49",1
6,"1",94,"82","49",NA
7,"1",94,"82","49",0
8,"1",94,"82","49",1
9,"1",94,"82","49",0
10,"1",94,"82","49",0
11,"1",94,"82","49",0
12,"1",94,"82","49",0
13,"1",94,"82","49",0
14,"1",94,"82","49",1
15,"1",94,"82","49",0
16,"1",94,"82","49",1
17,"1",94,"82","49",0
18,"1",94,"82","49",0
19,"1",94,"82","49",0
20,"1",94,"82","49",0
21,"1",94,"82","49",0
22,"1",94,"82","49",0
23,"1",94,"82","49",0
24,"1",94,"82","49",0
25,"1",94,"82","49",0
26,"1",94,"82","49",0
27,"1",94,"82","49",0
28,"1",94,"82","49",0
29,"1",94,"82","49",0
30,"1",94,"82","49",0
1,"1",95,"49","83",0
2,"1",95,"49","83",0
3,"1",95,"49","83",0
4,"1",95,"49","83",0
5,"1",95,"49","83",NA
6,"1",95,"49","83",1
7,"1",95,"49","83",1
8,"1",95,"49","83",1
9,"1",95,"49","83",0
10,"1",95,"49","83",0
11,"1",95,"49","83",1
12,"1",95,"49","83",0
13,"1",95,"49","83",0
14,"1",95,"49","83",0
15,"1",95,"49","83",1
