"DAY_OF_MONTH","CARRIER","ORIGIN_AIRPORT_ID","ORIGIN_AIRPORT_SEQ_ID","ORIGIN_CITY_MARKET_ID","ORIGIN","DEST_AIRPORT_ID","DEST_AIRPORT_SEQ_ID","DEST_CITY_MARKET_ID","DEST","ARR_DELAY","ARR_DEL15","CANCELLED","DIVERTED","FLIGHTS","FL_NUM","CARRIER_DELAY","WEATHER_DELAY","NAS_DELAY","SECURITY_DELAY","LATE_AIRCRAFT_DELAY","DIV_AIRPORT_LANDINGS"
8,"AA",14747,1474703,30559,"SEA",11057,1105703,31057,"CLT",-16,0,0,0,1,624,NA,NA,NA,NA,NA,0
8,"AA",14747,1474703,30559,"SEA",14107,1410702,30466,"PHX",2,0,0,0,1,634,NA,NA,NA,NA,NA,0
8,"AA",14747,1474703,30559,"SEA",14107,1410702,30466,"PHX",-6,0,0,0,1,649,NA,NA,NA,NA,NA,0
9,"AA",14100,1410002,34100,"PHL",14747,1474703,30559,"SEA",-18,0,0,0,1,1939,NA,NA,NA,NA,NA,0
10,"AA",14107,1410702,30466,"PHX",14747,1474703,30559,"SEA",-5,0,0,0,1,413,NA,NA,NA,NA,NA,0
10,"AA",14747,1474703,30559,"SEA",14107,1410702,30466,"PHX",1,0,0,0,1,442,NA,NA,NA,NA,NA,0
10,"AA",14107,1410702,30466,"PHX",14747,1474703,30559,"SEA",-16,0,0,0,1,521,NA,NA,NA,NA,NA,0
10,"AA",11884,1188402,31884,"GEG",14107,1410702,30466,"PHX",2,0,0,0,1,536,NA,NA,NA,NA,NA,0
10,"AA",14747,1474703,30559,"SEA",14107,1410702,30466,"PHX",-8,0,0,0,1,544,NA,NA,NA,NA,NA,0
10,"AA",14107,1410702,30466,"PHX",14747,1474703,30559,"SEA",-12,0,0,0,1,560,NA,NA,NA,NA,NA,0
10,"AA",14107,1410702,30466,"PHX",11884,1188402,31884,"GEG",-16,0,0,0,1,580,NA,NA,NA,NA,NA,0
10,"AA",14107,1410702,30466,"PHX",14747,1474703,30559,"SEA",8,0,0,0,1,603,NA,NA,NA,NA,NA,0
10,"AA",11057,1105703,31057,"CLT",14747,1474703,30559,"SEA",15,1,0,0,1,609,0,0,15,0,0,0
10,"AA",14747,1474703,30559,"SEA",11057,1105703,31057,"CLT",-14,0,0,0,1,624,NA,NA,NA,NA,NA,0
10,"AA",14747,1474703,30559,"SEA",14107,1410702,30466,"PHX",-12,0,0,0,1,634,NA,NA,NA,NA,NA,0
10,"AA",14747,1474703,30559,"SEA",14107,1410702,30466,"PHX",2,0,0,0,1,649,NA,NA,NA,NA,NA,0
10,"AA",14747,1474703,30559,"SEA",11057,1105703,31057,"CLT",-24,0,0,0,1,890,NA,NA,NA,NA,NA,0
11,"AA",14747,1474703,30559,"SEA",14100,1410002,34100,"PHL",-17,0,0,0,1,763,NA,NA,NA,NA,NA,0
11,"AA",14747,1474703,30559,"SEA",11057,1105703,31057,"CLT",-21,0,0,0,1,890,NA,NA,NA,NA,NA,0
8,"AA",14747,1474703,30559,"SEA",14100,1410002,34100,"PHL",1,0,0,0,1,728,NA,NA,NA,NA,NA,0
10,"AA",11057,1105703,31057,"CLT",14747,1474703,30559,"SEA",-2,0,0,0,1,1912,NA,NA,NA,NA,NA,0
11,"AA",14107,1410702,30466,"PHX",14747,1474703,30559,"SEA",NA,NA,0,1,1,413,NA,NA,NA,NA,NA,1
11,"AA",14747,1474703,30559,"SEA",14107,1410702,30466,"PHX",189,1,0,0,1,442,0,0,8,0,181,0
11,"AA",11884,1188402,31884,"GEG",14107,1410702,30466,"PHX",-2,0,0,0,1,483,NA,NA,NA,NA,NA,0
11,"AA",14107,1410702,30466,"PHX",14747,1474703,30559,"SEA",-9,0,0,0,1,521,NA,NA,NA,NA,NA,0
11,"AA",14747,1474703,30559,"SEA",14107,1410702,30466,"PHX",0,0,0,0,1,544,NA,NA,NA,NA,NA,0
11,"AA",14107,1410702,30466,"PHX",11884,1188402,31884,"GEG",-9,0,0,0,1,580,NA,NA,NA,NA,NA,0
11,"AA",14107,1410702,30466,"PHX",14747,1474703,30559,"SEA",-15,0,0,0,1,603,NA,NA,NA,NA,NA,0
11,"AA",11057,1105703,31057,"CLT",14747,1474703,30559,"SEA",-4,0,0,0,1,609,NA,NA,NA,NA,NA,0
11,"AA",14747,1474703,30559,"SEA",11057,1105703,31057,"CLT",-5,0,0,0,1,624,NA,NA,NA,NA,NA,0
11,"AA",14747,1474703,30559,"SEA",14107,1410702,30466,"PHX",-17,0,0,0,1,649,NA,NA,NA,NA,NA,0
11,"AA",14100,1410002,34100,"PHL",14747,1474703,30559,"SEA",7,0,0,0,1,729,NA,NA,NA,NA,NA,0
13,"AA",14747,1474703,30559,"SEA",14107,1410702,30466,"PHX",-1,0,0,0,1,442,NA,NA,NA,NA,NA,0
13,"AA",11884,1188402,31884,"GEG",14107,1410702,30466,"PHX",-18,0,0,0,1,471,NA,NA,NA,NA,NA,0
13,"AA",14107,1410702,30466,"PHX",14747,1474703,30559,"SEA",19,1,0,0,1,521,0,0,19,0,0,0
13,"AA",14747,1474703,30559,"SEA",14107,1410702,30466,"PHX",-5,0,0,0,1,568,NA,NA,NA,NA,NA,0
13,"AA",14107,1410702,30466,"PHX",11884,1188402,31884,"GEG",-8,0,0,0,1,580,NA,NA,NA,NA,NA,0
13,"AA",14107,1410702,30466,"PHX",14747,1474703,30559,"SEA",26,1,0,0,1,603,0,0,26,0,0,0
13,"AA",11057,1105703,31057,"CLT",14747,1474703,30559,"SEA",107,1,0,0,1,609,88,0,19,0,0,0
13,"AA",14747,1474703,30559,"SEA",14107,1410702,30466,"PHX",-7,0,0,0,1,614,NA,NA,NA,NA,NA,0
13,"AA",14747,1474703,30559,"SEA",11057,1105703,31057,"CLT",-21,0,0,0,1,624,NA,NA,NA,NA,NA,0
11,"AA",11057,1105703,31057,"CLT",14747,1474703,30559,"SEA",-4,0,0,0,1,1912,NA,NA,NA,NA,NA,0
12,"AA",14107,1410702,30466,"PHX",14747,1474703,30559,"SEA",-22,0,0,0,1,413,NA,NA,NA,NA,NA,0
12,"AA",14747,1474703,30559,"SEA",14107,1410702,30466,"PHX",-6,0,0,0,1,442,NA,NA,NA,NA,NA,0
12,"AA",11884,1188402,31884,"GEG",14107,1410702,30466,"PHX",-14,0,0,0,1,483,NA,NA,NA,NA,NA,0
12,"AA",14107,1410702,30466,"PHX",14747,1474703,30559,"SEA",-13,0,0,0,1,521,NA,NA,NA,NA,NA,0
12,"AA",14747,1474703,30559,"SEA",14107,1410702,30466,"PHX",22,1,0,0,1,544,19,0,3,0,0,0
12,"AA",14107,1410702,30466,"PHX",11884,1188402,31884,"GEG",-15,0,0,0,1,580,NA,NA,NA,NA,NA,0
14,"AA",14107,1410702,30466,"PHX",14747,1474703,30559,"SEA",5,0,0,0,1,521,NA,NA,NA,NA,NA,0
14,"AA",14747,1474703,30559,"SEA",14107,1410702,30466,"PHX",-20,0,0,0,1,544,NA,NA,NA,NA,NA,0
14,"AA",14107,1410702,30466,"PHX",11884,1188402,31884,"GEG",0,0,0,0,1,580,NA,NA,NA,NA,NA,0
14,"AA",14107,1410702,30466,"PHX",14747,1474703,30559,"SEA",26,1,0,0,1,603,12,0,14,0,0,0
14,"AA",11057,1105703,31057,"CLT",14747,1474703,30559,"SEA",13,0,0,0,1,609,NA,NA,NA,NA,NA,0
14,"AA",14747,1474703,30559,"SEA",11057,1105703,31057,"CLT",22,1,0,0,1,624,0,0,22,0,0,0
14,"AA",14747,1474703,30559,"SEA",14107,1410702,30466,"PHX",-15,0,0,0,1,649,NA,NA,NA,NA,NA,0
14,"AA",14100,1410002,34100,"PHL",14747,1474703,30559,"SEA",-24,0,0,0,1,729,NA,NA,NA,NA,NA,0
14,"AA",14747,1474703,30559,"SEA",14100,1410002,34100,"PHL",NA,NA,1,0,1,763,NA,NA,NA,NA,NA,0
14,"AA",14747,1474703,30559,"SEA",11057,1105703,31057,"CLT",-9,0,0,0,1,1871,NA,NA,NA,NA,NA,0
14,"AA",11057,1105703,31057,"CLT",14747,1474703,30559,"SEA",-9,0,0,0,1,1900,NA,NA,NA,NA,NA,0
15,"AA",14107,1410702,30466,"PHX",14747,1474703,30559,"SEA",0,0,0,0,1,413,NA,NA,NA,NA,NA,0
15,"AA",14747,1474703,30559,"SEA",14107,1410702,30466,"PHX",-11,0,0,0,1,442,NA,NA,NA,NA,NA,0
13,"AA",14100,1410002,34100,"PHL",14747,1474703,30559,"SEA",-1,0,0,0,1,729,NA,NA,NA,NA,NA,0
13,"AA",14747,1474703,30559,"SEA",14100,1410002,34100,"PHL",7,0,0,0,1,763,NA,NA,NA,NA,NA,0
13,"AA",14747,1474703,30559,"SEA",11057,1105703,31057,"CLT",-11,0,0,0,1,1861,NA,NA,NA,NA,NA,0
13,"AA",11057,1105703,31057,"CLT",14747,1474703,30559,"SEA",12,0,0,0,1,1900,NA,NA,NA,NA,NA,0
14,"AA",14107,1410702,30466,"PHX",14747,1474703,30559,"SEA",-2,0,0,0,1,413,NA,NA,NA,NA,NA,0
14,"AA",14747,1474703,30559,"SEA",14107,1410702,30466,"PHX",-11,0,0,0,1,442,NA,NA,NA,NA,NA,0
14,"AA",11884,1188402,31884,"GEG",14107,1410702,30466,"PHX",0,0,0,0,1,483,NA,NA,NA,NA,NA,0
16,"AA",14107,1410702,30466,"PHX",14747,1474703,30559,"SEA",3,0,0,0,1,413,NA,NA,NA,NA,NA,0
16,"AA",14747,1474703,30559,"SEA",14107,1410702,30466,"PHX",-2,0,0,0,1,442,NA,NA,NA,NA,NA,0
16,"AA",11884,1188402,31884,"GEG",14107,1410702,30466,"PHX",-15,0,0,0,1,483,NA,NA,NA,NA,NA,0
16,"AA",14107,1410702,30466,"PHX",14747,1474703,30559,"SEA",45,1,0,0,1,521,0,0,4,0,41,0
16,"AA",14747,1474703,30559,"SEA",14107,1410702,30466,"PHX",-10,0,0,0,1,544,NA,NA,NA,NA,NA,0
16,"AA",14107,1410702,30466,"PHX",11884,1188402,31884,"GEG",-13,0,0,0,1,580,NA,NA,NA,NA,NA,0
16,"AA",14107,1410702,30466,"PHX",14747,1474703,30559,"SEA",5,0,0,0,1,603,NA,NA,NA,NA,NA,0
16,"AA",11057,1105703,31057,"CLT",14747,1474703,30559,"SEA",20,1,0,0,1,609,2,0,18,0,0,0
16,"AA",14747,1474703,30559,"SEA",11057,1105703,31057,"CLT",-26,0,0,0,1,624,NA,NA,NA,NA,NA,0
16,"AA",14747,1474703,30559,"SEA",14107,1410702,30466,"PHX",-22,0,0,0,1,649,NA,NA,NA,NA,NA,0
16,"AA",14100,1410002,34100,"PHL",14747,1474703,30559,"SEA",106,1,0,0,1,729,19,0,0,0,87,0
16,"AA",14747,1474703,30559,"SEA",14100,1410002,34100,"PHL",56,1,0,0,1,763,0,0,0,0,56,0
16,"AA",14747,1474703,30559,"SEA",11057,1105703,31057,"CLT",50,1,0,0,1,890,0,0,0,0,50,0
16,"AA",11057,1105703,31057,"CLT",14747,1474703,30559,"SEA",99,1,0,0,1,1912,80,0,14,0,5,0
2,"AA",14107,1410702,30466,"PHX",14747,1474703,30559,"SEA",6,0,0,0,1,413,NA,NA,NA,NA,NA,0
2,"AA",14747,1474703,30559,"SEA",14107,1410702,30466,"PHX",-18,0,0,0,1,471,NA,NA,NA,NA,NA,0
2,"AA",14747,1474703,30559,"SEA",14107,1410702,30466,"PHX",-8,0,0,0,1,480,NA,NA,NA,NA,NA,0
2,"AA",14107,1410702,30466,"PHX",14747,1474703,30559,"SEA",4,0,0,0,1,521,NA,NA,NA,NA,NA,0
2,"AA",11884,1188402,31884,"GEG",14107,1410702,30466,"PHX",-13,0,0,0,1,536,NA,NA,NA,NA,NA,0
2,"AA",14107,1410702,30466,"PHX",14747,1474703,30559,"SEA",-11,0,0,0,1,560,NA,NA,NA,NA,NA,0
2,"AA",14107,1410702,30466,"PHX",11884,1188402,31884,"GEG",-5,0,0,0,1,580,NA,NA,NA,NA,NA,0
12,"AA",14107,1410702,30466,"PHX",14747,1474703,30559,"SEA",-14,0,0,0,1,603,NA,NA,NA,NA,NA,0
12,"AA",11057,1105703,31057,"CLT",14747,1474703,30559,"SEA",48,1,0,0,1,609,13,0,35,0,0,0
12,"AA",14747,1474703,30559,"SEA",11057,1105703,31057,"CLT",-3,0,0,0,1,624,NA,NA,NA,NA,NA,0
12,"AA",14747,1474703,30559,"SEA",14107,1410702,30466,"PHX",379,1,0,0,1,649,369,0,10,0,0,0
12,"AA",14100,1410002,34100,"PHL",14747,1474703,30559,"SEA",-2,0,0,0,1,729,NA,NA,NA,NA,NA,0
12,"AA",14747,1474703,30559,"SEA",14100,1410002,34100,"PHL",41,1,0,0,1,763,41,0,0,0,0,0
12,"AA",14747,1474703,30559,"SEA",11057,1105703,31057,"CLT",-13,0,0,0,1,890,NA,NA,NA,NA,NA,0
12,"AA",11057,1105703,31057,"CLT",14747,1474703,30559,"SEA",16,1,0,0,1,1912,0,0,16,0,0,0
13,"AA",14107,1410702,30466,"PHX",14747,1474703,30559,"SEA",16,1,0,0,1,413,0,0,16,0,0,0
17,"AA",14107,1410702,30466,"PHX",14747,1474703,30559,"SEA",-12,0,0,0,1,413,NA,NA,NA,NA,NA,0
17,"AA",14747,1474703,30559,"SEA",14107,1410702,30466,"PHX",0,0,0,0,1,442,NA,NA,NA,NA,NA,0
17,"AA",11884,1188402,31884,"GEG",14107,1410702,30466,"PHX",-11,0,0,0,1,483,NA,NA,NA,NA,NA,0
17,"AA",14107,1410702,30466,"PHX",14747,1474703,30559,"SEA",-19,0,0,0,1,521,NA,NA,NA,NA,NA,0
17,"AA",14747,1474703,30559,"SEA",14107,1410702,30466,"PHX",40,1,0,0,1,544,0,0,40,0,0,0
17,"AA",14107,1410702,30466,"PHX",11884,1188402,31884,"GEG",-23,0,0,0,1,580,NA,NA,NA,NA,NA,0
17,"AA",14107,1410702,30466,"PHX",14747,1474703,30559,"SEA",-3,0,0,0,1,603,NA,NA,NA,NA,NA,0
17,"AA",11057,1105703,31057,"CLT",14747,1474703,30559,"SEA",1,0,0,0,1,609,NA,NA,NA,NA,NA,0
15,"AA",11884,1188402,31884,"GEG",14107,1410702,30466,"PHX",-29,0,0,0,1,483,NA,NA,NA,NA,NA,0
15,"AA",14107,1410702,30466,"PHX",14747,1474703,30559,"SEA",-7,0,0,0,1,521,NA,NA,NA,NA,NA,0
15,"AA",14747,1474703,30559,"SEA",14107,1410702,30466,"PHX",-12,0,0,0,1,544,NA,NA,NA,NA,NA,0
15,"AA",14107,1410702,30466,"PHX",11884,1188402,31884,"GEG",-3,0,0,0,1,580,NA,NA,NA,NA,NA,0
15,"AA",14107,1410702,30466,"PHX",14747,1474703,30559,"SEA",22,1,0,0,1,603,20,0,2,0,0,0
15,"AA",11057,1105703,31057,"CLT",14747,1474703,30559,"SEA",77,1,0,0,1,609,2,0,75,0,0,0
15,"AA",14747,1474703,30559,"SEA",11057,1105703,31057,"CLT",-16,0,0,0,1,624,NA,NA,NA,NA,NA,0
15,"AA",14747,1474703,30559,"SEA",14107,1410702,30466,"PHX",-20,0,0,0,1,649,NA,NA,NA,NA,NA,0
15,"AA",14100,1410002,34100,"PHL",14747,1474703,30559,"SEA",228,1,0,0,1,729,121,0,107,0,0,0
15,"AA",14747,1474703,30559,"SEA",14100,1410002,34100,"PHL",231,1,0,0,1,763,3,0,13,0,215,0
15,"AA",14747,1474703,30559,"SEA",11057,1105703,31057,"CLT",-15,0,0,0,1,890,NA,NA,NA,NA,NA,0
15,"AA",11057,1105703,31057,"CLT",14747,1474703,30559,"SEA",-5,0,0,0,1,1912,NA,NA,NA,NA,NA,0
19,"AA",11057,1105703,31057,"CLT",14747,1474703,30559,"SEA",-3,0,0,0,1,1912,NA,NA,NA,NA,NA,0
17,"AA",11057,1105703,31057,"CLT",14747,1474703,30559,"SEA",-4,0,0,0,1,1912,NA,NA,NA,NA,NA,0
18,"AA",14107,1410702,30466,"PHX",14747,1474703,30559,"SEA",2,0,0,0,1,413,NA,NA,NA,NA,NA,0
18,"AA",14747,1474703,30559,"SEA",14107,1410702,30466,"PHX",-17,0,0,0,1,442,NA,NA,NA,NA,NA,0
18,"AA",11884,1188402,31884,"GEG",14107,1410702,30466,"PHX",3,0,0,0,1,483,NA,NA,NA,NA,NA,0
18,"AA",14107,1410702,30466,"PHX",14747,1474703,30559,"SEA",17,1,0,0,1,521,0,0,17,0,0,0
18,"AA",14747,1474703,30559,"SEA",14107,1410702,30466,"PHX",8,0,0,0,1,544,NA,NA,NA,NA,NA,0
18,"AA",14107,1410702,30466,"PHX",11884,1188402,31884,"GEG",-15,0,0,0,1,580,NA,NA,NA,NA,NA,0
18,"AA",14107,1410702,30466,"PHX",14747,1474703,30559,"SEA",13,0,0,0,1,603,NA,NA,NA,NA,NA,0
18,"AA",11057,1105703,31057,"CLT",14747,1474703,30559,"SEA",8,0,0,0,1,609,NA,NA,NA,NA,NA,0
18,"AA",14747,1474703,30559,"SEA",11057,1105703,31057,"CLT",-10,0,0,0,1,624,NA,NA,NA,NA,NA,0
18,"AA",14747,1474703,30559,"SEA",14107,1410702,30466,"PHX",0,0,0,0,1,649,NA,NA,NA,NA,NA,0
18,"AA",14100,1410002,34100,"PHL",14747,1474703,30559,"SEA",-7,0,0,0,1,729,NA,NA,NA,NA,NA,0
18,"AA",14747,1474703,30559,"SEA",14100,1410002,34100,"PHL",-17,0,0,0,1,763,NA,NA,NA,NA,NA,0
18,"AA",14747,1474703,30559,"SEA",11057,1105703,31057,"CLT",-21,0,0,0,1,890,NA,NA,NA,NA,NA,0
21,"AA",14747,1474703,30559,"SEA",11057,1105703,31057,"CLT",-10,0,0,0,1,1871,NA,NA,NA,NA,NA,0
21,"AA",11057,1105703,31057,"CLT",14747,1474703,30559,"SEA",-7,0,0,0,1,1900,NA,NA,NA,NA,NA,0
22,"AA",14107,1410702,30466,"PHX",14747,1474703,30559,"SEA",11,0,0,0,1,413,NA,NA,NA,NA,NA,0
1,"AA",13930,1393004,30977,"ORD",14747,1474703,30559,"SEA",-21,0,0,0,1,41,NA,NA,NA,NA,NA,0
2,"AA",13930,1393004,30977,"ORD",14747,1474703,30559,"SEA",-19,0,0,0,1,41,NA,NA,NA,NA,NA,0
3,"AA",13930,1393004,30977,"ORD",14747,1474703,30559,"SEA",-14,0,0,0,1,41,NA,NA,NA,NA,NA,0
4,"AA",13930,1393004,30977,"ORD",14747,1474703,30559,"SEA",-19,0,0,0,1,41,NA,NA,NA,NA,NA,0
5,"AA",13930,1393004,30977,"ORD",14747,1474703,30559,"SEA",23,1,0,0,1,41,0,0,0,0,23,0
6,"AA",13930,1393004,30977,"ORD",14747,1474703,30559,"SEA",-4,0,0,0,1,41,NA,NA,NA,NA,NA,0
7,"AA",13930,1393004,30977,"ORD",14747,1474703,30559,"SEA",-4,0,0,0,1,41,NA,NA,NA,NA,NA,0
8,"AA",13930,1393004,30977,"ORD",14747,1474703,30559,"SEA",-13,0,0,0,1,41,NA,NA,NA,NA,NA,0
9,"AA",13930,1393004,30977,"ORD",14747,1474703,30559,"SEA",-20,0,0,0,1,41,NA,NA,NA,NA,NA,0
10,"AA",13930,1393004,30977,"ORD",14747,1474703,30559,"SEA",-2,0,0,0,1,41,NA,NA,NA,NA,NA,0
11,"AA",13930,1393004,30977,"ORD",14747,1474703,30559,"SEA",-2,0,0,0,1,41,NA,NA,NA,NA,NA,0
12,"AA",13930,1393004,30977,"ORD",14747,1474703,30559,"SEA",26,1,0,0,1,41,2,0,6,0,18,0
13,"AA",13930,1393004,30977,"ORD",14747,1474703,30559,"SEA",125,1,0,0,1,41,63,0,2,0,60,0
14,"AA",13930,1393004,30977,"ORD",14747,1474703,30559,"SEA",192,1,0,0,1,41,0,25,0,0,167,0
15,"AA",13930,1393004,30977,"ORD",14747,1474703,30559,"SEA",33,1,0,0,1,41,8,17,8,0,0,0
16,"AA",13930,1393004,30977,"ORD",14747,1474703,30559,"SEA",18,1,0,0,1,41,0,12,6,0,0,0
17,"AA",13930,1393004,30977,"ORD",14747,1474703,30559,"SEA",15,1,0,0,1,41,0,0,15,0,0,0
18,"AA",13930,1393004,30977,"ORD",14747,1474703,30559,"SEA",9,0,0,0,1,41,NA,NA,NA,NA,NA,0
19,"AA",13930,1393004,30977,"ORD",14747,1474703,30559,"SEA",65,1,0,0,1,41,0,0,3,0,62,0
20,"AA",13930,1393004,30977,"ORD",14747,1474703,30559,"SEA",-2,0,0,0,1,41,NA,NA,NA,NA,NA,0
21,"AA",13930,1393004,30977,"ORD",14747,1474703,30559,"SEA",8,0,0,0,1,41,NA,NA,NA,NA,NA,0
22,"AA",13930,1393004,30977,"ORD",14747,1474703,30559,"SEA",-16,0,0,0,1,41,NA,NA,NA,NA,NA,0
23,"AA",13930,1393004,30977,"ORD",14747,1474703,30559,"SEA",-7,0,0,0,1,41,NA,NA,NA,NA,NA,0
24,"AA",13930,1393004,30977,"ORD",14747,1474703,30559,"SEA",47,1,0,0,1,41,0,5,0,0,42,0
25,"AA",13930,1393004,30977,"ORD",14747,1474703,30559,"SEA",-16,0,0,0,1,41,NA,NA,NA,NA,NA,0
26,"AA",13930,1393004,30977,"ORD",14747,1474703,30559,"SEA",-12,0,0,0,1,41,NA,NA,NA,NA,NA,0
27,"AA",13930,1393004,30977,"ORD",14747,1474703,30559,"SEA",-17,0,0,0,1,41,NA,NA,NA,NA,NA,0
28,"AA",13930,1393004,30977,"ORD",14747,1474703,30559,"SEA",4,0,0,0,1,41,NA,NA,NA,NA,NA,0
29,"AA",13930,1393004,30977,"ORD",14747,1474703,30559,"SEA",-12,0,0,0,1,41,NA,NA,NA,NA,NA,0
1,"AA",14747,1474703,30559,"SEA",13930,1393004,30977,"ORD",-18,0,0,0,1,42,NA,NA,NA,NA,NA,0
2,"AA",14747,1474703,30559,"SEA",13930,1393004,30977,"ORD",-2,0,0,0,1,42,NA,NA,NA,NA,NA,0
3,"AA",14747,1474703,30559,"SEA",13930,1393004,30977,"ORD",-17,0,0,0,1,42,NA,NA,NA,NA,NA,0
4,"AA",14747,1474703,30559,"SEA",13930,1393004,30977,"ORD",-12,0,0,0,1,42,NA,NA,NA,NA,NA,0
5,"AA",14747,1474703,30559,"SEA",13930,1393004,30977,"ORD",-8,0,0,0,1,42,NA,NA,NA,NA,NA,0
6,"AA",14747,1474703,30559,"SEA",13930,1393004,30977,"ORD",-18,0,0,0,1,42,NA,NA,NA,NA,NA,0
7,"AA",14747,1474703,30559,"SEA",13930,1393004,30977,"ORD",-30,0,0,0,1,42,NA,NA,NA,NA,NA,0
8,"AA",14747,1474703,30559,"SEA",13930,1393004,30977,"ORD",-7,0,0,0,1,42,NA,NA,NA,NA,NA,0
9,"AA",14747,1474703,30559,"SEA",13930,1393004,30977,"ORD",58,1,0,0,1,42,0,0,5,0,53,0
10,"AA",14747,1474703,30559,"SEA",13930,1393004,30977,"ORD",-27,0,0,0,1,42,NA,NA,NA,NA,NA,0
11,"AA",14747,1474703,30559,"SEA",13930,1393004,30977,"ORD",-31,0,0,0,1,42,NA,NA,NA,NA,NA,0
12,"AA",14747,1474703,30559,"SEA",13930,1393004,30977,"ORD",-17,0,0,0,1,42,NA,NA,NA,NA,NA,0
13,"AA",14747,1474703,30559,"SEA",13930,1393004,30977,"ORD",-18,0,0,0,1,42,NA,NA,NA,NA,NA,0
14,"AA",14747,1474703,30559,"SEA",13930,1393004,30977,"ORD",12,0,0,0,1,42,NA,NA,NA,NA,NA,0
15,"AA",14747,1474703,30559,"SEA",13930,1393004,30977,"ORD",-11,0,0,0,1,42,NA,NA,NA,NA,NA,0
16,"AA",14747,1474703,30559,"SEA",13930,1393004,30977,"ORD",23,1,0,0,1,42,21,0,0,0,2,0
17,"AA",14747,1474703,30559,"SEA",13930,1393004,30977,"ORD",-37,0,0,0,1,42,NA,NA,NA,NA,NA,0
18,"AA",14747,1474703,30559,"SEA",13930,1393004,30977,"ORD",19,1,0,0,1,42,18,0,0,0,1,0
19,"AA",14747,1474703,30559,"SEA",13930,1393004,30977,"ORD",75,1,0,0,1,42,0,67,8,0,0,0
20,"AA",14747,1474703,30559,"SEA",13930,1393004,30977,"ORD",-38,0,0,0,1,42,NA,NA,NA,NA,NA,0
21,"AA",14747,1474703,30559,"SEA",13930,1393004,30977,"ORD",-23,0,0,0,1,42,NA,NA,NA,NA,NA,0
22,"AA",14747,1474703,30559,"SEA",13930,1393004,30977,"ORD",-20,0,0,0,1,42,NA,NA,NA,NA,NA,0
23,"AA",14747,1474703,30559,"SEA",13930,1393004,30977,"ORD",-12,0,0,0,1,42,NA,NA,NA,NA,NA,0
24,"AA",14747,1474703,30559,"SEA",13930,1393004,30977,"ORD",40,1,0,0,1,42,0,40,0,0,0,0
25,"AA",14747,1474703,30559,"SEA",13930,1393004,30977,"ORD",-8,0,0,0,1,42,NA,NA,NA,NA,NA,0
26,"AA",14747,1474703,30559,"SEA",13930,1393004,30977,"ORD",0,0,0,0,1,42,NA,NA,NA,NA,NA,0
27,"AA",14747,1474703,30559,"SEA",13930,1393004,30977,"ORD",-27,0,0,0,1,42,NA,NA,NA,NA,NA,0
28,"AA",14747,1474703,30559,"SEA",13930,1393004,30977,"ORD",-18,0,0,0,1,42,NA,NA,NA,NA,NA,0
29,"AA",14747,1474703,30559,"SEA",13930,1393004,30977,"ORD",-2,0,0,0,1,42,NA,NA,NA,NA,NA,0
22,"AA",14747,1474703,30559,"SEA",14100,1410002,34100,"PHL",13,0,0,0,1,763,NA,NA,NA,NA,NA,0
22,"AA",14747,1474703,30559,"SEA",11057,1105703,31057,"CLT",17,1,0,0,1,890,0,0,17,0,0,0
22,"AA",11057,1105703,31057,"CLT",14747,1474703,30559,"SEA",-16,0,0,0,1,1912,NA,NA,NA,NA,NA,0
17,"AA",14747,1474703,30559,"SEA",11057,1105703,31057,"CLT",-22,0,0,0,1,624,NA,NA,NA,NA,NA,0
17,"AA",14747,1474703,30559,"SEA",14107,1410702,30466,"PHX",-12,0,0,0,1,649,NA,NA,NA,NA,NA,0
17,"AA",14100,1410002,34100,"PHL",14747,1474703,30559,"SEA",28,1,0,0,1,729,0,0,28,0,0,0
17,"AA",14747,1474703,30559,"SEA",14100,1410002,34100,"PHL",-20,0,0,0,1,763,NA,NA,NA,NA,NA,0
17,"AA",14747,1474703,30559,"SEA",11057,1105703,31057,"CLT",-26,0,0,0,1,890,NA,NA,NA,NA,NA,0
20,"AA",14100,1410002,34100,"PHL",14747,1474703,30559,"SEA",-18,0,0,0,1,729,NA,NA,NA,NA,NA,0
20,"AA",14747,1474703,30559,"SEA",14100,1410002,34100,"PHL",2,0,0,0,1,763,NA,NA,NA,NA,NA,0
20,"AA",14747,1474703,30559,"SEA",11057,1105703,31057,"CLT",9,0,0,0,1,1861,NA,NA,NA,NA,NA,0
20,"AA",11057,1105703,31057,"CLT",14747,1474703,30559,"SEA",32,1,0,0,1,1900,4,0,28,0,0,0
21,"AA",14107,1410702,30466,"PHX",14747,1474703,30559,"SEA",-3,0,0,0,1,413,NA,NA,NA,NA,NA,0
21,"AA",14747,1474703,30559,"SEA",14107,1410702,30466,"PHX",-25,0,0,0,1,442,NA,NA,NA,NA,NA,0
21,"AA",11884,1188402,31884,"GEG",14107,1410702,30466,"PHX",-13,0,0,0,1,483,NA,NA,NA,NA,NA,0
21,"AA",14107,1410702,30466,"PHX",14747,1474703,30559,"SEA",1,0,0,0,1,521,NA,NA,NA,NA,NA,0
21,"AA",14747,1474703,30559,"SEA",14107,1410702,30466,"PHX",-16,0,0,0,1,544,NA,NA,NA,NA,NA,0
21,"AA",14107,1410702,30466,"PHX",11884,1188402,31884,"GEG",-10,0,0,0,1,580,NA,NA,NA,NA,NA,0
